Name,Team,Age,PA,OBP,SLG,OPS,wOBA,ISO,BB%,K%,HR,RBI,SB,Def,WAR,All_Star,Year
Jim Thome,- - -,38,434,0.366,0.481,0.847,0.368,0.232,0.159,0.28300000000000003,23,77,0,-10.7,0.8,0,2009
Ben Francisco,- - -,27,459,0.332,0.447,0.779,0.341,0.19,0.083,0.18100000000000002,15,46,14,-10.7,0.8,0,2009
Daniel Murphy,NYM,24,556,0.313,0.427,0.741,0.319,0.161,0.068,0.124,12,63,4,-5.7,0.8,0,2009
Jayson Nix,CHW,26,290,0.308,0.408,0.716,0.315,0.184,0.09699999999999999,0.221,12,32,10,3.5,0.8,0,2009
Jerry Hairston,- - -,33,433,0.315,0.394,0.71,0.314,0.144,0.07400000000000001,0.125,10,39,7,1.8,0.8,0,2009
Orlando Cabrera,- - -,34,708,0.316,0.389,0.705,0.309,0.105,0.051,0.1,9,77,13,-5.9,0.8,0,2009
Nate Schierholtz,SFG,25,308,0.302,0.4,0.702,0.301,0.133,0.052000000000000005,0.188,5,29,3,3.0,0.8,0,2009
Cristian Guzman,WSN,31,555,0.306,0.39,0.696,0.305,0.105,0.028999999999999998,0.135,6,52,4,0.8,0.8,0,2009
Chris Getz,CHW,25,415,0.324,0.347,0.67,0.301,0.085,0.07200000000000001,0.13,2,31,25,0.5,0.8,0,2009
Jack Hannahan,- - -,29,301,0.297,0.326,0.623,0.282,0.112,0.1,0.23600000000000002,4,19,1,9.9,0.8,0,2009
Carlos Lee,HOU,33,662,0.343,0.489,0.831,0.356,0.189,0.062,0.077,26,102,5,-16.6,0.7,0,2009
Eric Hinske,- - -,31,224,0.348,0.432,0.78,0.344,0.189,0.121,0.23199999999999998,8,25,1,-2.7,0.7,0,2009
Milton Bradley,CHC,31,473,0.378,0.397,0.775,0.348,0.14,0.14,0.201,12,40,2,-8.4,0.7,0,2009
Jack Cust,OAK,30,612,0.356,0.417,0.773,0.342,0.177,0.152,0.302,25,70,4,-20.8,0.7,0,2009
Dexter Fowler,COL,23,518,0.363,0.406,0.77,0.342,0.141,0.129,0.22399999999999998,4,34,27,-14.4,0.7,0,2009
Ryan Garko,- - -,28,400,0.344,0.421,0.765,0.339,0.153,0.073,0.125,13,51,0,-6.6,0.7,0,2009
Matt Wieters,BAL,23,385,0.34,0.412,0.753,0.331,0.124,0.073,0.223,9,43,0,1.3,0.7,0,2009
Yorvit Torrealba,COL,30,242,0.351,0.38,0.732,0.318,0.089,0.087,0.174,2,31,1,5.9,0.7,0,2009
Casey Kotchman,- - -,26,431,0.339,0.382,0.721,0.317,0.114,0.09,0.09699999999999999,7,48,1,1.5,0.7,0,2009
Jhonny Peralta,CLE,27,645,0.316,0.375,0.69,0.307,0.12,0.079,0.20800000000000002,11,83,0,4.0,0.7,0,2009
Kaz Matsui,HOU,33,533,0.302,0.357,0.659,0.292,0.107,0.064,0.159,9,46,19,1.9,0.7,0,2009
David Eckstein,SDP,34,568,0.323,0.334,0.657,0.296,0.074,0.069,0.081,2,51,3,-0.5,0.7,0,2009
Adam Everett,DET,32,390,0.288,0.325,0.613,0.274,0.087,0.055999999999999994,0.156,3,44,5,10.5,0.7,0,2009
Andruw Jones,TEX,32,331,0.323,0.459,0.782,0.337,0.246,0.136,0.218,17,43,5,-3.8,0.6,0,2009
Cliff Pennington,OAK,25,229,0.342,0.418,0.76,0.336,0.139,0.083,0.201,4,21,7,-1.8,0.6,0,2009
Willie Harris,WSN,31,393,0.364,0.393,0.757,0.341,0.158,0.145,0.158,7,27,11,-7.9,0.6,0,2009
Eugenio Velez,SFG,27,307,0.308,0.4,0.708,0.309,0.133,0.052000000000000005,0.179,5,31,11,-1.7,0.6,0,2009
Gabe Gross,TBR,29,326,0.326,0.355,0.681,0.307,0.128,0.129,0.242,6,36,6,1.2,0.6,0,2009
Jeff Mathis,LAA,26,272,0.288,0.308,0.596,0.272,0.097,0.081,0.268,5,28,2,10.3,0.6,0,2009
Vladimir Guerrero,LAA,34,407,0.334,0.46,0.794,0.344,0.164,0.047,0.138,15,50,2,-10.4,0.5,0,2009
Corey Hart,MIL,27,472,0.335,0.418,0.753,0.333,0.158,0.091,0.195,12,48,11,-10.5,0.5,0,2009
Ross Gload,FLA,33,259,0.329,0.4,0.729,0.316,0.139,0.08900000000000001,0.11599999999999999,6,30,0,0.0,0.5,0,2009
Ramon Santiago,DET,29,296,0.318,0.385,0.704,0.31,0.118,0.057,0.193,7,35,1,1.7,0.5,0,2009
Kelly Johnson,ATL,27,346,0.303,0.389,0.692,0.305,0.165,0.092,0.156,8,29,7,0.5,0.5,0,2009
Cesar Izturis,BAL,29,412,0.294,0.328,0.622,0.278,0.072,0.044000000000000004,0.092,2,30,12,13.8,0.5,0,2009
Chris Young,ARI,25,501,0.311,0.4,0.711,0.313,0.187,0.11800000000000001,0.265,15,42,11,-3.9,0.4,0,2009
Gary Sheffield,NYM,40,312,0.372,0.451,0.823,0.36,0.175,0.128,0.147,10,43,2,-13.9,0.3,0,2009
David Ortiz,BOS,33,627,0.332,0.462,0.794,0.342,0.224,0.11800000000000001,0.214,28,99,0,-16.0,0.3,0,2009
Willy Aybar,TBR,26,336,0.331,0.416,0.747,0.328,0.162,0.10099999999999999,0.161,12,41,1,-9.5,0.3,0,2009
Kelly Shoppach,CLE,29,327,0.335,0.399,0.734,0.33,0.185,0.10099999999999999,0.3,12,40,0,-6.8,0.3,0,2009
Chris Snyder,ARI,28,202,0.333,0.352,0.685,0.305,0.152,0.158,0.233,6,22,0,5.2,0.3,0,2009
Melvin Mora,BAL,37,496,0.321,0.358,0.679,0.304,0.098,0.069,0.121,8,48,3,7.0,0.3,0,2009
Mike Fontenot,CHC,29,419,0.301,0.377,0.677,0.295,0.141,0.084,0.198,9,43,4,4.1,0.3,0,2009
Ivan Rodriguez,- - -,37,448,0.28,0.384,0.663,0.289,0.134,0.04,0.205,10,47,1,7.2,0.3,0,2009
Eric Byrnes,ARI,33,258,0.27,0.393,0.663,0.288,0.167,0.047,0.11599999999999999,8,31,9,5.5,0.3,0,2009
Jarrod Saltalamacchia,TEX,24,310,0.29,0.371,0.661,0.291,0.138,0.071,0.313,9,34,0,7.2,0.3,0,2009
Jason Kendall,MIL,35,526,0.331,0.305,0.636,0.29,0.064,0.087,0.11,2,43,7,5.1,0.3,0,2009
Alex Gonzalez,- - -,32,429,0.279,0.355,0.635,0.276,0.118,0.047,0.152,8,41,2,12.5,0.3,0,2009
Chris Coste,- - -,36,230,0.301,0.317,0.618,0.28,0.093,0.096,0.239,2,18,0,6.5,0.3,0,2009
Dioner Navarro,TBR,25,410,0.261,0.322,0.583,0.258,0.104,0.044000000000000004,0.124,8,32,5,13.2,0.3,0,2009
Mike Sweeney,SEA,35,266,0.335,0.442,0.777,0.337,0.161,0.064,0.11699999999999999,8,34,0,-7.5,0.2,0,2009
Jeff Keppinger,HOU,29,344,0.32,0.387,0.707,0.31,0.131,0.078,0.096,7,29,0,-1.4,0.2,0,2009
Wes Helms,FLA,33,234,0.318,0.364,0.682,0.302,0.093,0.055999999999999994,0.231,3,33,1,2.8,0.2,0,2009
Geoff Blum,HOU,36,427,0.314,0.367,0.681,0.3,0.121,0.077,0.14300000000000002,10,49,0,1.1,0.2,0,2009
Anderson Hernandez,- - -,26,404,0.312,0.339,0.651,0.29,0.087,0.08199999999999999,0.156,3,37,7,2.5,0.2,0,2009
John Buck,KCR,28,202,0.299,0.484,0.782,0.335,0.237,0.064,0.272,8,36,1,-5.3,0.1,0,2009
Jake Fox,CHC,26,241,0.311,0.468,0.779,0.332,0.208,0.057999999999999996,0.195,11,44,0,-4.5,0.1,0,2009
Ken Griffey Jr.,SEA,39,454,0.324,0.411,0.735,0.324,0.196,0.139,0.17600000000000002,19,57,0,-11.9,0.1,0,2009
Jeff Francoeur,- - -,25,632,0.309,0.423,0.732,0.315,0.143,0.036000000000000004,0.146,15,76,6,-9.6,0.1,0,2009
Edwin Encarnacion,- - -,26,338,0.32,0.41,0.729,0.322,0.184,0.109,0.198,13,39,2,-6.4,0.1,0,2009
Ryan Spilborghs,COL,29,393,0.31,0.395,0.705,0.311,0.153,0.087,0.201,8,48,9,-1.2,0.1,0,2009
Lastings Milledge,- - -,24,265,0.323,0.373,0.696,0.31,0.094,0.049,0.177,4,21,7,-2.2,0.1,0,2009
Rick Ankiel,STL,29,404,0.285,0.387,0.672,0.29,0.156,0.064,0.245,11,38,4,-1.1,0.1,0,2009
Mitch Maier,KCR,27,397,0.333,0.331,0.665,0.302,0.088,0.10800000000000001,0.191,3,31,9,-0.1,0.1,0,2009
Willy Taveras,CIN,27,437,0.275,0.285,0.559,0.252,0.045,0.040999999999999995,0.133,1,15,25,10.4,0.1,0,2009
Mike Lowell,BOS,35,484,0.337,0.474,0.811,0.347,0.184,0.068,0.126,17,75,2,-9.9,0.0,0,2009
Marcus Thames,DET,32,294,0.323,0.453,0.777,0.333,0.202,0.099,0.245,13,36,0,-8.7,0.0,0,2009
Jeremy Hermida,FLA,25,491,0.348,0.392,0.74,0.329,0.133,0.114,0.20600000000000002,13,47,5,-10.4,0.0,0,2009
Micah Hoffpauir,CHC,29,257,0.3,0.427,0.727,0.315,0.188,0.078,0.179,10,35,1,-5.3,0.0,0,2009
Jason Giambi,- - -,38,359,0.343,0.382,0.725,0.328,0.181,0.159,0.223,13,51,0,-11.6,0.0,0,2009
Luis Valbuena,CLE,23,398,0.298,0.416,0.714,0.311,0.166,0.065,0.209,10,31,2,-6.2,0.0,0,2009
Alex Rios,- - -,28,633,0.296,0.395,0.691,0.302,0.148,0.057999999999999996,0.16899999999999998,17,71,24,-4.9,0.0,0,2009
Nick Green,BOS,30,309,0.303,0.366,0.669,0.297,0.13,0.065,0.223,6,35,1,2.6,0.0,0,2009
Jody Gerut,- - -,31,298,0.279,0.376,0.654,0.285,0.146,0.064,0.14400000000000002,9,35,6,1.8,0.0,0,2009
Alex Cora,NYM,33,308,0.32,0.31,0.63,0.287,0.059,0.081,0.091,1,18,8,-0.7,0.0,0,2009
Wil Nieves,WSN,31,249,0.313,0.299,0.612,0.277,0.04,0.068,0.18100000000000002,1,26,1,8.0,0.0,0,2009
Matt Tolbert,MIN,27,231,0.303,0.308,0.611,0.276,0.076,0.091,0.16,2,19,6,-0.5,0.0,0,2009
Trevor Crowe,CLE,25,202,0.278,0.333,0.611,0.27,0.098,0.054000000000000006,0.193,1,17,6,2.6,0.0,0,2009
Travis Snider,TOR,21,276,0.328,0.419,0.748,0.329,0.178,0.105,0.28300000000000003,9,29,1,-9.0,-0.1,0,2009
Alfonso Soriano,CHC,33,522,0.303,0.423,0.726,0.313,0.182,0.077,0.226,20,55,9,-8.2,-0.1,0,2009
Vernon Wells,TOR,30,684,0.311,0.4,0.711,0.312,0.14,0.07,0.126,15,66,17,-14.3,-0.1,0,2009
Delwyn Young,PIT,27,388,0.326,0.381,0.707,0.315,0.116,0.075,0.23199999999999998,7,43,2,-4.9,-0.1,0,2009
Kenji Johjima,SEA,33,258,0.296,0.406,0.702,0.308,0.159,0.047,0.109,9,22,2,-3.6,-0.1,0,2009
Ramon Hernandez,CIN,33,331,0.336,0.362,0.699,0.312,0.105,0.1,0.10300000000000001,5,37,1,-1.5,-0.1,0,2009
Brian Anderson,- - -,27,231,0.328,0.347,0.674,0.306,0.104,0.1,0.23399999999999999,4,18,3,-0.4,-0.1,0,2009
Brandon Moss,PIT,25,424,0.304,0.364,0.668,0.295,0.127,0.08,0.198,7,41,1,0.5,-0.1,0,2009
Willie Bloomquist,KCR,31,468,0.308,0.355,0.663,0.294,0.09,0.057999999999999996,0.156,4,29,25,-4.2,-0.1,0,2009
Austin Kearns,WSN,29,211,0.336,0.305,0.641,0.3,0.109,0.152,0.242,3,17,1,-0.4,-0.1,0,2009
Edgar Renteria,SFG,32,510,0.307,0.328,0.635,0.282,0.078,0.076,0.135,5,48,7,5.7,-0.1,0,2009
Josh Anderson,- - -,26,298,0.276,0.304,0.58,0.26,0.064,0.044000000000000004,0.14400000000000002,1,24,25,2.7,-0.1,0,2009
Carlos Guillen,DET,33,322,0.339,0.419,0.757,0.333,0.177,0.121,0.174,11,41,1,-9.0,-0.2,0,2009
Julio Lugo,- - -,33,293,0.352,0.405,0.756,0.335,0.125,0.099,0.154,3,21,9,-16.2,-0.2,0,2009
Gerardo Parra,ARI,22,491,0.324,0.404,0.729,0.318,0.114,0.051,0.18100000000000002,5,60,5,-4.1,-0.2,0,2009
Brendan Harris,MIN,28,453,0.31,0.362,0.672,0.298,0.101,0.064,0.172,6,37,0,-3.9,-0.2,0,2009
Joe Thurston,STL,29,307,0.316,0.33,0.645,0.287,0.105,0.107,0.182,1,25,4,-0.8,-0.2,0,2009
Adam Rosales,CIN,26,266,0.303,0.317,0.62,0.283,0.104,0.098,0.17300000000000001,4,19,1,-0.1,-0.2,0,2009
Ramon Vazquez,PIT,32,239,0.335,0.279,0.614,0.282,0.049,0.13,0.19699999999999998,1,16,1,-1.5,-0.2,0,2009
Josh Wilson,- - -,28,211,0.279,0.333,0.612,0.272,0.115,0.057,0.209,3,13,1,2.4,-0.2,0,2009
Mark Loretta,LAD,37,204,0.309,0.276,0.585,0.267,0.044,0.098,0.10300000000000001,0,25,1,2.2,-0.2,0,2009
Robert Andino,BAL,25,215,0.274,0.288,0.562,0.253,0.066,0.07,0.21899999999999997,2,10,3,6.8,-0.2,0,2009
Elijah Dukes,WSN,25,416,0.337,0.393,0.729,0.323,0.143,0.111,0.17800000000000002,8,58,3,-10.5,-0.3,0,2009
Jason Varitek,BOS,37,425,0.313,0.39,0.703,0.307,0.181,0.127,0.212,14,51,0,-0.8,-0.3,0,2009
Josh Bard,WSN,31,301,0.293,0.361,0.655,0.29,0.131,0.08,0.166,6,31,0,1.2,-0.3,0,2009
Hank Blalock,TEX,28,495,0.277,0.459,0.736,0.313,0.225,0.053,0.218,25,66,2,-9.8,-0.4,0,2009
Chris Duncan,STL,28,304,0.329,0.358,0.687,0.309,0.131,0.135,0.22,5,32,0,-9.0,-0.4,0,2009
Carlos Quentin,CHW,26,399,0.323,0.456,0.779,0.339,0.219,0.078,0.13,21,56,3,-19.2,-0.5,0,2009
Mark Teahen,KCR,27,571,0.325,0.408,0.734,0.321,0.137,0.065,0.215,12,50,8,-15.4,-0.5,0,2009
Chris Davis,TEX,23,419,0.284,0.442,0.726,0.312,0.205,0.057,0.358,21,59,0,-10.8,-0.5,0,2009
Mark Kotsay,- - -,33,206,0.327,0.39,0.717,0.311,0.112,0.073,0.102,4,23,3,-5.8,-0.5,0,2009
Emilio Bonifacio,FLA,24,509,0.303,0.308,0.611,0.277,0.056,0.067,0.187,1,27,21,-3.1,-0.5,0,2009
Bill Hall,- - -,29,365,0.258,0.338,0.596,0.263,0.138,0.07400000000000001,0.32899999999999996,8,36,2,3.5,-0.5,0,2009
Emmanuel Burriss,SFG,24,220,0.292,0.267,0.56,0.256,0.03,0.064,0.155,0,13,11,-1.0,-0.5,0,2009
Bobby Crosby,OAK,29,272,0.295,0.357,0.652,0.29,0.134,0.08800000000000001,0.162,6,29,2,-8.0,-0.6,0,2009
Pat Burrell,TBR,32,476,0.315,0.367,0.682,0.304,0.146,0.12,0.25,14,64,2,-12.1,-0.7,0,2009
Jason Jaramillo,PIT,26,224,0.309,0.364,0.673,0.297,0.112,0.076,0.147,3,26,1,-3.5,-0.7,0,2009
Alberto Gonzalez,WSN,26,316,0.299,0.351,0.65,0.285,0.086,0.044000000000000004,0.085,1,33,1,-2.2,-0.7,0,2009
Josh Fields,CHW,26,268,0.301,0.347,0.648,0.292,0.126,0.09300000000000001,0.284,7,30,2,-3.8,-0.7,0,2009
Koyie Hill,CHC,30,284,0.312,0.324,0.636,0.28,0.087,0.095,0.275,2,24,0,-0.7,-0.7,0,2009
Ronny Cedeno,- - -,26,376,0.256,0.337,0.593,0.259,0.129,0.051,0.21,10,38,5,3.9,-0.7,0,2009
Jermaine Dye,CHW,35,574,0.34,0.453,0.793,0.347,0.203,0.111,0.188,27,81,0,-28.0,-0.8,0,2009
Chad Tracy,ARI,29,288,0.306,0.389,0.695,0.296,0.152,0.09,0.132,8,39,1,-4.6,-0.8,0,2009
Omir Santos,NYM,28,306,0.296,0.391,0.688,0.298,0.132,0.049,0.14400000000000002,7,40,0,-7.1,-0.8,0,2009
Luis Rodriguez,SDP,29,251,0.319,0.26,0.578,0.268,0.058,0.147,0.092,2,16,1,-4.2,-0.8,0,2009
Mike Jacobs,KCR,28,478,0.297,0.401,0.698,0.306,0.173,0.086,0.276,19,61,0,-10.9,-0.9,0,2009
Gary Matthews Jr.,LAA,34,360,0.336,0.361,0.697,0.312,0.111,0.111,0.20600000000000002,4,50,4,-18.7,-1.0,0,2009
Garrett Atkins,COL,29,399,0.308,0.342,0.65,0.292,0.116,0.10300000000000001,0.145,9,48,0,-1.7,-1.0,0,2009
Garret Anderson,ATL,37,534,0.303,0.401,0.705,0.306,0.133,0.051,0.13699999999999998,13,61,1,-16.2,-1.1,0,2009
Kevin Millar,TOR,37,283,0.311,0.363,0.674,0.303,0.139,0.11,0.17300000000000001,7,29,0,-11.1,-1.2,0,2009
Alexi Casilla,MIN,24,256,0.28,0.259,0.538,0.25,0.057,0.086,0.141,0,17,11,-6.0,-1.2,0,2009
Delmon Young,MIN,23,416,0.308,0.425,0.733,0.317,0.142,0.028999999999999998,0.221,12,60,2,-19.2,-1.3,0,2009
Rob Johnson,SEA,26,290,0.289,0.326,0.615,0.276,0.112,0.09,0.207,2,27,1,-8.4,-1.4,0,2009
Ty Wigginton,BAL,31,436,0.314,0.4,0.714,0.314,0.127,0.053,0.131,11,41,1,-15.6,-1.6,0,2009
Gerald Laird,DET,29,477,0.306,0.32,0.626,0.285,0.094,0.084,0.14300000000000002,4,33,5,-15.3,-1.6,0,2009
Brian Giles,SDP,38,254,0.277,0.271,0.548,0.25,0.08,0.102,0.122,2,23,1,-10.9,-1.8,0,2009
Aubrey Huff,- - -,32,597,0.31,0.384,0.694,0.303,0.144,0.085,0.146,15,85,0,-18.6,-2.1,0,2009
Jose Guillen,KCR,33,312,0.314,0.367,0.681,0.304,0.125,0.071,0.16,9,40,1,-21.6,-2.2,0,2009
Ryan Doumit,PIT,28,304,0.299,0.414,0.714,0.303,0.164,0.066,0.161,10,38,4,-22.4,-2.3,0,2009
Yuniesky Betancourt,- - -,27,508,0.274,0.351,0.625,0.273,0.106,0.040999999999999995,0.087,6,49,3,-10.9,-2.4,0,2009
