Name,Team,Age,PA,OBP,SLG,OPS,wOBA,ISO,BB%,K%,HR,RBI,SB,Def,WAR,All_Star,Year
Elvis Andrus,TEX,20,541,0.329,0.373,0.702,0.313,0.106,0.07400000000000001,0.142,6,40,33,18.3,3.3,0,2009
David Wright,NYM,26,618,0.39,0.447,0.837,0.366,0.14,0.12,0.22699999999999998,10,72,27,-7.5,3.2,1,2009
Hunter Pence,HOU,26,647,0.346,0.472,0.818,0.356,0.19,0.09,0.168,25,72,14,5.2,3.2,0,2009
Maicer Izturis,LAA,28,437,0.359,0.434,0.794,0.347,0.134,0.08,0.094,8,65,13,8.3,3.2,0,2009
Nate McLouth,- - -,27,591,0.352,0.436,0.788,0.348,0.179,0.115,0.168,20,70,19,2.8,3.2,1,2009
Nelson Cruz,TEX,28,515,0.332,0.524,0.856,0.363,0.264,0.095,0.22899999999999998,33,76,20,2.6,3.0,0,2009
Asdrubal Cabrera,CLE,23,581,0.361,0.438,0.799,0.351,0.13,0.076,0.153,6,68,17,-2.5,3.0,0,2009
Curtis Granderson,DET,28,710,0.327,0.453,0.78,0.338,0.204,0.10099999999999999,0.19899999999999998,30,71,20,1.0,3.0,0,2009
Rafael Furcal,LAD,31,680,0.335,0.375,0.711,0.317,0.106,0.09,0.131,9,47,12,12.2,3.0,0,2009
Carlos Beltran,NYM,32,357,0.415,0.5,0.915,0.393,0.175,0.132,0.12,10,48,11,-2.5,2.9,1,2009
Nick Swisher,NYY,28,607,0.371,0.498,0.869,0.376,0.249,0.16,0.20800000000000002,29,82,0,-8.9,2.9,0,2009
Placido Polanco,DET,33,676,0.331,0.396,0.727,0.321,0.112,0.053,0.068,10,72,7,14.0,2.9,0,2009
Carlos Pena,TBR,31,570,0.356,0.537,0.893,0.377,0.31,0.153,0.28600000000000003,39,100,3,-16.9,2.8,0,2009
Seth Smith,COL,26,387,0.378,0.51,0.889,0.383,0.218,0.11900000000000001,0.17300000000000001,15,55,4,2.5,2.8,0,2009
Angel Pagan,NYM,27,376,0.35,0.487,0.837,0.359,0.181,0.066,0.149,6,32,14,6.9,2.8,0,2009
Juan Uribe,SFG,30,432,0.329,0.495,0.824,0.352,0.206,0.057999999999999996,0.19,16,55,3,5.8,2.8,0,2009
Orlando Hudson,LAD,31,631,0.357,0.417,0.774,0.341,0.134,0.098,0.157,9,62,8,-0.7,2.8,0,2009
Ryan Hanigan,CIN,28,293,0.361,0.331,0.692,0.31,0.068,0.126,0.106,3,11,0,28.4,2.8,0,2009
Garrett Jones,PIT,28,358,0.372,0.567,0.938,0.393,0.274,0.11199999999999999,0.212,21,44,10,-5.0,2.7,0,2009
Russell Branyan,SEA,33,505,0.347,0.52,0.867,0.368,0.269,0.115,0.295,31,76,2,-7.2,2.7,0,2009
Victor Martinez,- - -,30,672,0.381,0.48,0.861,0.375,0.177,0.11199999999999999,0.11,23,108,1,-16.2,2.7,1,2009
Chris Coghlan,FLA,24,565,0.39,0.46,0.85,0.374,0.139,0.094,0.136,9,47,8,-12.2,2.7,0,2009
Bobby Abreu,LAA,35,667,0.39,0.435,0.825,0.363,0.142,0.141,0.16899999999999998,15,103,30,-15.8,2.7,0,2009
Brandon Phillips,CIN,28,644,0.329,0.447,0.776,0.336,0.171,0.068,0.11599999999999999,20,98,25,6.2,2.7,0,2009
Colby Rasmus,STL,22,520,0.307,0.407,0.714,0.311,0.156,0.069,0.183,16,52,3,11.5,2.7,0,2009
Lance Berkman,HOU,33,563,0.399,0.509,0.907,0.387,0.235,0.172,0.174,25,80,7,-13.8,2.6,0,2009
Todd Helton,COL,35,645,0.416,0.489,0.904,0.394,0.164,0.138,0.113,15,86,0,-10.0,2.6,0,2009
Michael Young,TEX,32,593,0.374,0.518,0.892,0.385,0.196,0.079,0.152,22,68,8,-6.5,2.6,1,2009
Dan Uggla,FLA,29,668,0.354,0.459,0.813,0.355,0.216,0.138,0.225,31,90,2,-7.6,2.6,0,2009
Juan Rivera,LAA,30,572,0.332,0.478,0.81,0.35,0.191,0.063,0.1,25,88,0,4.5,2.6,0,2009
Brendan Ryan,STL,27,429,0.34,0.4,0.74,0.325,0.108,0.055999999999999994,0.131,3,37,14,12.8,2.6,0,2009
Manny Ramirez,LAD,37,431,0.418,0.531,0.949,0.398,0.241,0.165,0.188,19,63,0,-13.9,2.5,0,2009
Michael Cuddyer,MIN,30,650,0.342,0.52,0.862,0.369,0.245,0.083,0.182,32,94,6,-18.9,2.5,0,2009
Martin Prado,ATL,25,503,0.358,0.464,0.822,0.358,0.158,0.07200000000000001,0.11699999999999999,11,49,1,1.4,2.5,0,2009
Jimmy Rollins,PHI,30,725,0.296,0.423,0.719,0.312,0.173,0.061,0.09699999999999999,21,77,31,11.5,2.5,1,2009
Tony Gwynn,SDP,26,451,0.35,0.344,0.693,0.314,0.074,0.106,0.14400000000000002,2,21,11,11.5,2.5,0,2009
Hideki Matsui,NYY,35,528,0.367,0.509,0.876,0.38,0.235,0.121,0.142,28,90,0,-12.7,2.4,0,2009
Josh Willingham,WSN,30,502,0.367,0.496,0.863,0.375,0.237,0.122,0.207,24,61,4,-10.2,2.4,0,2009
Kosuke Fukudome,CHC,32,603,0.375,0.421,0.796,0.353,0.162,0.154,0.18600000000000003,11,54,6,0.0,2.4,0,2009
Aaron Rowand,SFG,31,546,0.319,0.419,0.738,0.323,0.158,0.055,0.22899999999999998,15,64,4,9.5,2.4,0,2009
Jason Kubel,MIN,27,578,0.369,0.539,0.907,0.385,0.239,0.09699999999999999,0.183,28,103,1,-16.8,2.3,0,2009
Mike Napoli,LAA,27,432,0.35,0.492,0.842,0.364,0.22,0.09300000000000001,0.23800000000000002,20,56,3,-5.8,2.3,0,2009
Chipper Jones,ATL,37,596,0.388,0.43,0.818,0.355,0.166,0.16899999999999998,0.149,18,71,4,-4.9,2.3,0,2009
Gordon Beckham,CHW,22,430,0.347,0.46,0.808,0.353,0.19,0.095,0.151,14,63,7,1.5,2.3,0,2009
Ryan Ludwick,STL,30,542,0.329,0.447,0.775,0.337,0.181,0.076,0.196,22,97,4,-3.6,2.3,0,2009
A.J. Pierzynski,CHW,32,535,0.331,0.425,0.755,0.327,0.125,0.045,0.09699999999999999,13,49,1,13.6,2.3,0,2009
Brett Gardner,NYY,25,284,0.345,0.379,0.724,0.325,0.109,0.092,0.141,3,23,26,10.3,2.3,0,2009
Melvin Upton Jr.,TBR,24,626,0.313,0.373,0.686,0.306,0.132,0.091,0.243,11,55,42,8.8,2.3,0,2009
Matt Diaz,ATL,31,425,0.39,0.488,0.878,0.384,0.175,0.08199999999999999,0.212,13,58,12,-8.7,2.2,0,2009
Andre Ethier,LAD,27,685,0.361,0.508,0.869,0.371,0.237,0.105,0.16899999999999998,31,106,6,-20.6,2.2,0,2009
Craig Counsell,MIL,38,459,0.357,0.408,0.766,0.34,0.124,0.092,0.11800000000000001,4,39,3,8.2,2.2,0,2009
Andy LaRoche,PIT,25,590,0.33,0.401,0.731,0.324,0.143,0.085,0.142,12,64,3,8.3,2.2,0,2009
Ryan Theriot,CHC,29,677,0.343,0.369,0.712,0.319,0.085,0.075,0.13699999999999998,7,54,21,10.3,2.2,0,2009
Adrian Beltre,SEA,30,477,0.304,0.379,0.683,0.301,0.114,0.04,0.155,8,44,13,15.5,2.2,0,2009
Aramis Ramirez,CHC,31,342,0.389,0.516,0.905,0.393,0.199,0.08199999999999999,0.126,15,65,2,-1.5,2.1,0,2009
Adam LaRoche,- - -,29,629,0.355,0.488,0.843,0.359,0.211,0.11,0.226,25,83,2,-12.5,2.1,0,2009
Nick Markakis,BAL,25,711,0.347,0.453,0.801,0.349,0.16,0.079,0.138,18,101,6,-13.2,2.1,0,2009
Grady Sizemore,CLE,26,503,0.343,0.445,0.788,0.346,0.197,0.11900000000000001,0.183,18,64,13,-4.8,2.1,0,2009
Carlos Ruiz,PHI,30,379,0.355,0.425,0.78,0.338,0.171,0.124,0.10300000000000001,9,43,3,9.0,2.1,0,2009
Howie Kendrick,LAA,25,400,0.334,0.444,0.778,0.34,0.152,0.05,0.17800000000000002,10,61,11,5.2,2.1,0,2009
Jacoby Ellsbury,BOS,25,693,0.355,0.415,0.77,0.339,0.114,0.071,0.107,8,60,70,-7.5,2.1,0,2009
Stephen Drew,ARI,26,595,0.32,0.428,0.748,0.321,0.167,0.08199999999999999,0.146,12,65,5,8.3,2.1,0,2009
Alexei Ramirez,CHW,27,606,0.333,0.389,0.723,0.319,0.113,0.081,0.109,15,68,14,10.2,2.1,0,2009
Kevin Kouzmanoff,SDP,27,573,0.302,0.42,0.722,0.313,0.164,0.047,0.185,18,88,1,9.9,2.1,0,2009
Carlos Gonzalez,COL,23,317,0.353,0.525,0.878,0.373,0.241,0.08800000000000001,0.221,13,29,16,1.0,2.0,0,2009
Lyle Overbay,TOR,32,500,0.372,0.466,0.838,0.364,0.201,0.14800000000000002,0.19,16,64,0,-7.1,2.0,0,2009
Scott Podsednik,CHW,33,587,0.353,0.412,0.764,0.338,0.108,0.066,0.126,7,48,30,-4.0,2.0,0,2009
Brandon Inge,DET,32,637,0.314,0.406,0.72,0.319,0.176,0.085,0.267,27,84,2,8.7,2.0,0,2009
Alberto Callaspo,KCR,26,634,0.356,0.457,0.813,0.353,0.156,0.08199999999999999,0.08,11,73,2,-8.9,1.9,0,2009
Juan Pierre,LAD,31,425,0.365,0.392,0.757,0.336,0.084,0.064,0.064,0,31,30,-0.8,1.9,0,2009
Paul Konerko,CHW,33,621,0.353,0.489,0.842,0.363,0.212,0.09300000000000001,0.14300000000000002,28,88,1,-9.3,1.8,0,2009
Miguel Tejada,HOU,35,674,0.34,0.455,0.795,0.345,0.142,0.027999999999999997,0.071,14,86,5,-5.5,1.8,0,2009
Ryan Roberts,ARI,28,351,0.367,0.416,0.783,0.349,0.138,0.114,0.157,7,25,7,1.9,1.8,0,2009
Jay Bruce,CIN,22,387,0.303,0.47,0.773,0.332,0.246,0.098,0.19399999999999998,22,58,3,5.0,1.8,0,2009
Jose Lopez,SEA,25,653,0.303,0.463,0.766,0.327,0.191,0.037000000000000005,0.106,25,96,3,3.1,1.8,0,2009
Will Venable,SDP,26,324,0.323,0.44,0.763,0.332,0.184,0.077,0.275,12,38,6,3.3,1.8,0,2009
Jose Bautista,TOR,28,404,0.349,0.408,0.757,0.338,0.173,0.139,0.21,13,40,4,1.6,1.8,0,2009
Mark DeRosa,- - -,34,576,0.319,0.433,0.752,0.328,0.183,0.08199999999999999,0.21,23,78,3,-1.8,1.8,0,2009
Randy Winn,SFG,35,597,0.318,0.353,0.671,0.298,0.091,0.079,0.156,2,51,16,9.2,1.8,0,2009
Jack Wilson,- - -,31,402,0.292,0.362,0.654,0.286,0.107,0.052000000000000005,0.11900000000000001,5,39,3,19.7,1.8,0,2009
Billy Butler,KCR,23,672,0.362,0.492,0.853,0.369,0.191,0.086,0.153,21,93,1,-17.0,1.7,0,2009
Miguel Olivo,KCR,30,416,0.292,0.49,0.781,0.334,0.241,0.046,0.303,23,65,5,2.3,1.7,0,2009
Fernando Tatis,NYM,34,379,0.339,0.438,0.777,0.337,0.156,0.057999999999999996,0.142,8,48,4,4.2,1.7,0,2009
Scott Hairston,- - -,29,464,0.307,0.456,0.763,0.329,0.191,0.054000000000000006,0.179,17,64,11,-0.1,1.7,0,2009
Joe Crede,MIN,31,367,0.289,0.414,0.703,0.306,0.189,0.079,0.153,15,48,0,11.9,1.7,0,2009
Nick Punto,MIN,31,440,0.337,0.284,0.621,0.291,0.056,0.139,0.159,1,38,16,9.8,1.7,0,2009
Casey McGehee,MIL,26,394,0.36,0.499,0.859,0.37,0.197,0.086,0.17,16,66,0,-7.1,1.6,0,2009
Cody Ross,FLA,28,604,0.321,0.469,0.79,0.342,0.199,0.055999999999999994,0.20199999999999999,24,90,5,-7.9,1.6,0,2009
Chris Dickerson,CIN,27,299,0.37,0.373,0.743,0.335,0.098,0.13,0.221,2,15,11,6.6,1.6,0,2009
Freddy Sanchez,- - -,31,489,0.326,0.416,0.742,0.321,0.123,0.045,0.155,7,41,5,4.6,1.6,0,2009
Clint Barmes,COL,30,604,0.294,0.44,0.734,0.316,0.195,0.051,0.2,23,76,12,11.1,1.6,0,2009
Henry Blanco,SDP,37,232,0.32,0.382,0.703,0.31,0.147,0.11199999999999999,0.21600000000000003,6,16,0,13.0,1.6,0,2009
Ryan Raburn,DET,28,291,0.359,0.533,0.891,0.382,0.241,0.08900000000000001,0.20600000000000002,16,45,5,-4.7,1.5,0,2009
Nick Johnson,- - -,30,574,0.426,0.405,0.831,0.376,0.114,0.172,0.146,8,62,2,-17.6,1.5,0,2009
Chris Iannetta,COL,26,350,0.344,0.46,0.804,0.348,0.232,0.12300000000000001,0.214,16,52,0,4.7,1.5,0,2009
Adam Jones,BAL,23,519,0.335,0.457,0.792,0.343,0.18,0.069,0.179,19,70,10,-5.6,1.5,0,2009
Adam Kennedy,OAK,33,587,0.348,0.41,0.758,0.335,0.121,0.077,0.147,11,63,20,-8.7,1.5,0,2009
Skip Schumaker,STL,29,586,0.364,0.393,0.757,0.338,0.09,0.08900000000000001,0.11800000000000001,4,35,2,-9.9,1.5,0,2009
Melky Cabrera,NYY,24,540,0.336,0.416,0.752,0.329,0.142,0.08,0.109,13,68,10,0.9,1.5,0,2009
Kurt Suzuki,OAK,25,614,0.313,0.421,0.734,0.32,0.147,0.046,0.096,15,88,8,-5.4,1.5,0,2009
Luis Castillo,NYM,33,580,0.387,0.346,0.732,0.334,0.043,0.11900000000000001,0.1,1,40,20,-9.0,1.5,0,2009
Ronny Paulino,FLA,28,266,0.34,0.423,0.762,0.334,0.151,0.094,0.18,8,27,1,8.9,1.4,0,2009
Pedro Feliz,PHI,34,625,0.308,0.386,0.694,0.304,0.121,0.055999999999999994,0.109,12,82,0,13.6,1.4,0,2009
Augie Ojeda,ARI,34,310,0.34,0.345,0.685,0.308,0.098,0.10300000000000001,0.09,1,16,3,10.2,1.4,0,2009
Luke Scott,BAL,31,506,0.34,0.488,0.828,0.356,0.229,0.109,0.20600000000000002,25,77,0,-12.9,1.3,0,2009
Marlon Byrd,TEX,31,599,0.329,0.479,0.808,0.346,0.196,0.053,0.16399999999999998,20,89,8,-8.4,1.3,0,2009
David Murphy,TEX,27,494,0.338,0.447,0.785,0.339,0.178,0.099,0.215,17,57,9,-4.3,1.3,0,2009
Ronnie Belliard,- - -,34,287,0.325,0.451,0.776,0.337,0.174,0.07,0.195,10,39,3,0.8,1.3,0,2009
Josh Hamilton,TEX,28,365,0.315,0.426,0.741,0.321,0.158,0.066,0.21600000000000003,10,54,8,5.1,1.3,1,2009
Coco Crisp,KCR,29,215,0.336,0.378,0.714,0.319,0.15,0.135,0.107,3,14,13,5.5,1.3,0,2009
Jamey Carroll,CLE,35,358,0.355,0.34,0.695,0.318,0.063,0.10099999999999999,0.17600000000000002,2,26,4,5.1,1.3,0,2009
Brad Hawpe,COL,30,588,0.384,0.519,0.903,0.387,0.234,0.134,0.247,23,86,1,-26.3,1.2,0,2009
Jorge Posada,NYY,37,438,0.363,0.522,0.885,0.378,0.238,0.11,0.231,22,81,1,-10.2,1.2,0,2009
Travis Hafner,CLE,32,383,0.355,0.47,0.826,0.356,0.198,0.107,0.175,16,49,0,-9.5,1.2,0,2009
Ian Stewart,COL,24,491,0.322,0.464,0.785,0.338,0.235,0.114,0.281,25,70,7,-3.0,1.2,0,2009
Jeff Baker,- - -,28,248,0.343,0.425,0.768,0.338,0.137,0.073,0.214,4,24,1,5.2,1.2,0,2009
Laynce Nix,CIN,28,337,0.291,0.476,0.767,0.324,0.236,0.065,0.24,15,46,0,2.7,1.2,0,2009
Fred Lewis,SFG,28,336,0.348,0.39,0.738,0.328,0.132,0.107,0.25,4,20,8,-1.5,1.2,0,2009
Travis Ishikawa,SFG,25,363,0.329,0.387,0.715,0.316,0.126,0.083,0.245,9,39,2,3.6,1.2,0,2009
Clete Thomas,DET,25,310,0.324,0.385,0.709,0.317,0.145,0.106,0.248,7,39,3,3.3,1.2,0,2009
Geovany Soto,CHC,26,389,0.321,0.381,0.702,0.311,0.163,0.129,0.198,11,47,1,12.2,1.2,0,2009
Nolan Reimold,BAL,25,411,0.365,0.466,0.831,0.364,0.187,0.114,0.187,15,45,8,-12.6,1.1,0,2009
James Loney,LAD,25,652,0.357,0.399,0.756,0.332,0.118,0.107,0.10400000000000001,13,90,7,-10.3,1.1,0,2009
Omar Infante,ATL,27,229,0.361,0.389,0.75,0.334,0.084,0.083,0.122,2,27,2,2.7,1.1,0,2009
Bengie Molina,SFG,34,520,0.285,0.442,0.727,0.308,0.177,0.025,0.131,20,80,0,10.5,1.1,0,2009
Mark Ellis,OAK,32,410,0.305,0.403,0.708,0.309,0.141,0.055999999999999994,0.132,10,61,10,3.0,1.1,0,2009
Rod Barajas,TOR,33,460,0.258,0.403,0.661,0.283,0.177,0.043,0.165,19,71,1,15.6,1.1,0,2009
Taylor Teagarden,TEX,25,218,0.27,0.374,0.644,0.282,0.157,0.064,0.349,6,24,0,14.7,1.1,0,2009
Adam Dunn,WSN,29,668,0.398,0.529,0.928,0.395,0.262,0.174,0.265,38,105,0,-44.8,1.0,0,2009
Jonny Gomes,CIN,28,314,0.338,0.541,0.879,0.373,0.274,0.083,0.271,20,51,3,-9.8,1.0,0,2009
Felix Pie,BAL,24,281,0.326,0.437,0.763,0.331,0.171,0.085,0.20600000000000002,9,29,1,3.1,1.0,0,2009
John Baker,FLA,28,423,0.349,0.41,0.759,0.334,0.139,0.09699999999999999,0.21,9,50,0,-1.9,1.0,0,2009
Akinori Iwamura,TBR,30,260,0.355,0.39,0.745,0.332,0.1,0.092,0.16899999999999998,1,22,9,-3.2,1.0,0,2009
Chase Headley,SDP,25,612,0.342,0.392,0.734,0.326,0.131,0.10099999999999999,0.217,12,64,10,-11.1,1.0,0,2009
Ryan Church,- - -,30,399,0.338,0.384,0.722,0.316,0.111,0.083,0.145,4,40,6,1.2,1.0,0,2009
Wladimir Balentien,- - -,24,295,0.305,0.385,0.69,0.304,0.151,0.095,0.237,7,24,2,4.9,1.0,0,2009
J.J. Hardy,MIL,26,465,0.302,0.357,0.659,0.294,0.128,0.092,0.183,11,47,0,11.6,1.0,0,2009
Carlos Gomez,MIN,23,349,0.287,0.337,0.623,0.278,0.108,0.063,0.20600000000000002,3,28,14,9.0,1.0,0,2009
Magglio Ordonez,DET,35,518,0.376,0.428,0.804,0.356,0.118,0.098,0.125,9,50,3,-13.4,0.9,0,2009
Jorge Cantu,FLA,27,643,0.345,0.443,0.788,0.343,0.154,0.073,0.126,16,100,3,-12.8,0.9,0,2009
Gabe Kapler,TBR,33,238,0.329,0.439,0.768,0.334,0.2,0.122,0.16399999999999998,8,32,5,2.0,0.9,0,2009
Nick Hundley,SDP,25,289,0.313,0.406,0.719,0.315,0.168,0.09699999999999999,0.263,8,30,5,0.5,0.9,0,2009
Everth Cabrera,SDP,22,438,0.342,0.361,0.703,0.313,0.106,0.105,0.201,2,31,25,-4.9,0.9,0,2009
Paul Janish,CIN,26,292,0.296,0.305,0.601,0.274,0.094,0.08900000000000001,0.13699999999999998,1,16,2,14.0,0.9,0,2009
