Name,Team,Age,PA,OBP,SLG,OPS,wOBA,ISO,BB%,K%,HR,RBI,SB,Def,WAR,All_Star,Year
Geoff Blum,SDP,34,370,0.319,0.367,0.685,0.302,0.115,0.086,0.141,5,33,0,-2.2,0.2,0,2007
Rich Aurilia,SFG,35,358,0.304,0.368,0.672,0.297,0.116,0.061,0.126,5,33,0,2.5,0.2,0,2007
Damian Miller,MIL,37,206,0.296,0.349,0.646,0.288,0.113,0.068,0.18899999999999997,4,24,1,5.4,0.2,0,2007
Royce Clayton,- - -,37,216,0.296,0.333,0.629,0.281,0.087,0.065,0.245,1,12,2,5.0,0.2,0,2007
Jamey Carroll,COL,33,268,0.317,0.3,0.616,0.283,0.075,0.10400000000000001,0.127,2,22,6,5.7,0.2,0,2007
Aaron Boone,FLA,34,228,0.388,0.423,0.811,0.357,0.138,0.092,0.18,5,28,2,-11.8,0.1,0,2007
Lastings Milledge,NYM,22,206,0.341,0.446,0.787,0.342,0.174,0.063,0.204,7,29,3,-4.3,0.1,0,2007
Shawn Green,NYM,34,491,0.352,0.43,0.782,0.342,0.139,0.075,0.126,10,46,11,-17.1,0.1,0,2007
Sean Casey,DET,32,496,0.353,0.393,0.746,0.324,0.097,0.079,0.085,4,54,2,-9.1,0.1,0,2007
Dave Roberts,SFG,35,443,0.331,0.364,0.695,0.311,0.104,0.095,0.149,2,23,31,-8.2,0.1,0,2007
Paul Lo Duca,NYM,35,488,0.311,0.378,0.689,0.3,0.106,0.049,0.068,9,54,2,6.0,0.1,0,2007
Tony Clark,ARI,35,245,0.31,0.511,0.822,0.344,0.262,0.086,0.24100000000000002,17,51,0,-5.4,0.0,0,2007
Javier Valentin,CIN,31,265,0.328,0.387,0.715,0.314,0.111,0.07200000000000001,0.094,2,34,0,0.9,0.0,0,2007
Andy Phillips,NYY,30,207,0.338,0.373,0.711,0.317,0.081,0.057999999999999996,0.126,2,25,0,-2.7,0.0,0,2007
Chris Duffy,PIT,27,270,0.313,0.357,0.67,0.299,0.108,0.078,0.159,3,22,13,-3.3,0.0,0,2007
Marcus Giles,SDP,29,476,0.304,0.317,0.621,0.282,0.088,0.092,0.172,4,39,10,-3.1,0.0,0,2007
Bobby Crosby,OAK,27,374,0.278,0.341,0.619,0.275,0.115,0.061,0.166,8,31,10,4.3,0.0,0,2007
Joe Borchard,FLA,28,202,0.287,0.313,0.6,0.268,0.117,0.10400000000000001,0.297,4,19,4,3.9,0.0,0,2007
Wily Mo Pena,- - -,25,317,0.319,0.439,0.758,0.329,0.187,0.069,0.297,13,39,2,-9.5,-0.1,0,2007
Lyle Overbay,TOR,30,476,0.315,0.391,0.706,0.309,0.151,0.099,0.16399999999999998,10,44,2,-6.2,-0.1,0,2007
Chris Gomez,- - -,36,240,0.325,0.374,0.699,0.307,0.077,0.042,0.10800000000000001,1,21,1,-0.8,-0.1,0,2007
Danny Richar,CHW,24,206,0.289,0.406,0.696,0.303,0.176,0.078,0.16,6,15,1,-2.5,-0.1,0,2007
Aaron Miles,STL,30,449,0.328,0.348,0.676,0.302,0.058,0.055999999999999994,0.08900000000000001,2,32,2,-4.9,-0.1,0,2007
Nelson Cruz,TEX,26,333,0.287,0.384,0.671,0.294,0.15,0.063,0.261,9,34,2,0.0,-0.1,0,2007
Carlos Quentin,ARI,24,263,0.298,0.349,0.647,0.289,0.135,0.068,0.205,5,31,2,3.0,-0.1,0,2007
Dioner Navarro,TBD,23,434,0.286,0.356,0.641,0.281,0.129,0.076,0.154,9,44,3,5.2,-0.1,0,2007
Jarrod Saltalamacchia,- - -,22,329,0.31,0.422,0.732,0.319,0.156,0.057999999999999996,0.228,11,33,0,-6.3,-0.2,0,2007
Delmon Young,TBD,21,681,0.316,0.408,0.723,0.315,0.119,0.038,0.18600000000000003,13,93,10,-13.8,-0.2,0,2007
Eric Hinske,BOS,29,218,0.317,0.398,0.714,0.313,0.194,0.128,0.248,6,21,3,-5.2,-0.2,0,2007
Kevin Frandsen,SFG,25,296,0.331,0.379,0.71,0.312,0.11,0.071,0.081,5,31,4,-0.2,-0.2,0,2007
Elijah Dukes,TBD,23,220,0.318,0.391,0.709,0.317,0.201,0.15,0.2,10,21,2,-5.5,-0.2,0,2007
Scott Podsednik,CHW,31,235,0.299,0.369,0.668,0.296,0.126,0.055,0.153,2,11,12,-0.6,-0.2,0,2007
Felipe Lopez,WSN,27,671,0.308,0.352,0.659,0.294,0.106,0.079,0.162,9,50,24,1.4,-0.2,0,2007
Brad Ausmus,HOU,38,397,0.318,0.324,0.642,0.29,0.089,0.09300000000000001,0.18600000000000003,3,25,6,2.5,-0.2,0,2007
Cesar Izturis,- - -,27,337,0.302,0.315,0.618,0.276,0.057,0.055999999999999994,0.055999999999999994,0,16,3,5.9,-0.2,0,2007
Jose Molina,- - -,32,202,0.274,0.34,0.614,0.27,0.084,0.025,0.213,1,19,2,5.2,-0.2,0,2007
Abraham Nunez,PHI,31,287,0.318,0.282,0.6,0.272,0.048,0.105,0.16699999999999998,0,16,2,6.3,-0.2,0,2007
Ben Broussard,SEA,30,264,0.33,0.404,0.734,0.321,0.129,0.064,0.18899999999999997,7,29,2,-8.2,-0.3,0,2007
Mike Piazza,OAK,38,329,0.313,0.414,0.727,0.318,0.139,0.055,0.185,8,44,0,-7.9,-0.3,0,2007
Mike Sweeney,KCR,33,289,0.315,0.404,0.719,0.311,0.143,0.059000000000000004,0.1,7,38,0,-7.5,-0.3,0,2007
Greg Norton,TBD,34,240,0.358,0.347,0.705,0.319,0.104,0.154,0.22899999999999998,4,23,1,-8.6,-0.3,0,2007
Johnny Estrada,MIL,31,464,0.296,0.403,0.699,0.3,0.124,0.026000000000000002,0.09300000000000001,10,54,0,-1.0,-0.3,0,2007
Miguel Montero,ARI,23,244,0.292,0.397,0.689,0.297,0.173,0.08199999999999999,0.14300000000000002,10,37,0,0.4,-0.3,0,2007
Terrmel Sledge,SDP,30,233,0.31,0.36,0.67,0.298,0.15,0.11599999999999999,0.258,7,23,1,-4.6,-0.3,0,2007
Jeff Conine,- - -,41,292,0.317,0.383,0.7,0.305,0.129,0.092,0.12300000000000001,6,37,4,-6.4,-0.4,0,2007
Ryan Freel,CIN,31,304,0.308,0.347,0.655,0.294,0.101,0.059000000000000004,0.155,3,16,15,-2.5,-0.4,0,2007
Michael Barrett,- - -,30,367,0.281,0.372,0.653,0.282,0.128,0.052000000000000005,0.155,9,41,2,3.6,-0.4,0,2007
Todd Linden,- - -,27,204,0.319,0.315,0.634,0.288,0.071,0.09300000000000001,0.289,1,11,4,-2.5,-0.4,0,2007
Mike Jacobs,FLA,26,460,0.317,0.458,0.775,0.334,0.192,0.067,0.22,17,54,1,-15.6,-0.5,0,2007
Morgan Ensberg,- - -,31,324,0.32,0.404,0.724,0.32,0.174,0.11699999999999999,0.207,12,39,0,-8.0,-0.5,0,2007
Chris Burke,HOU,27,363,0.304,0.357,0.662,0.295,0.129,0.07400000000000001,0.14300000000000002,6,28,9,-3.5,-0.5,0,2007
Ken Griffey Jr.,CIN,37,623,0.372,0.496,0.869,0.368,0.22,0.136,0.159,30,93,6,-35.4,-0.6,1,2007
Stephen Drew,ARI,24,619,0.313,0.37,0.683,0.3,0.133,0.09699999999999999,0.162,12,60,9,-5.8,-0.6,0,2007
Wes Helms,PHI,31,308,0.297,0.368,0.665,0.291,0.121,0.062,0.201,5,39,0,-0.3,-0.6,0,2007
Jose Lopez,SEA,23,561,0.284,0.355,0.639,0.282,0.103,0.036000000000000004,0.114,11,62,2,2.0,-0.6,0,2007
Jay Payton,BAL,34,470,0.292,0.376,0.668,0.292,0.12,0.047,0.08900000000000001,7,58,5,-5.8,-0.7,0,2007
Reed Johnson,TOR,30,307,0.305,0.32,0.625,0.285,0.084,0.052000000000000005,0.182,2,14,4,-4.8,-0.7,0,2007
Jason Kendall,- - -,33,514,0.301,0.309,0.61,0.275,0.067,0.06,0.08199999999999999,3,41,3,1.6,-0.7,0,2007
Juan Encarnacion,STL,31,307,0.324,0.445,0.769,0.333,0.163,0.059000000000000004,0.14,9,47,2,-16.2,-0.8,0,2007
Craig Biggio,HOU,41,555,0.285,0.381,0.666,0.291,0.13,0.040999999999999995,0.20199999999999999,10,50,4,-5.3,-0.8,0,2007
Trot Nixon,CLE,33,354,0.342,0.336,0.677,0.302,0.085,0.124,0.16699999999999998,3,31,0,-11.1,-0.9,0,2007
Josh Wilson,- - -,26,310,0.29,0.333,0.623,0.278,0.096,0.055,0.184,2,24,6,-4.7,-0.9,0,2007
Jose Castillo,PIT,26,230,0.27,0.335,0.604,0.262,0.09,0.026000000000000002,0.209,0,24,0,-0.4,-0.9,0,2007
Josh Barfield,CLE,24,444,0.27,0.324,0.594,0.262,0.081,0.032,0.203,3,50,14,-3.0,-0.9,0,2007
Erick Aybar,LAA,23,211,0.279,0.289,0.568,0.257,0.052,0.047,0.152,1,19,4,-0.9,-0.9,0,2007
Jason Bay,PIT,28,614,0.327,0.418,0.746,0.326,0.171,0.096,0.23,21,84,4,-25.7,-1.0,0,2007
Nomar Garciaparra,LAD,33,466,0.328,0.371,0.7,0.307,0.088,0.067,0.08800000000000001,7,59,3,-15.6,-1.0,0,2007
Scott Thorman,ATL,25,307,0.258,0.394,0.652,0.278,0.178,0.046,0.228,11,36,1,-5.1,-1.0,0,2007
Robert Fick,WSN,33,221,0.309,0.305,0.614,0.28,0.071,0.086,0.19,2,16,0,-6.6,-1.0,0,2007
Mark Kotsay,OAK,31,227,0.279,0.296,0.575,0.255,0.083,0.084,0.08800000000000001,1,20,1,-4.3,-1.0,0,2007
Craig Monroe,- - -,30,427,0.268,0.37,0.638,0.278,0.151,0.061,0.251,12,59,0,-4.1,-1.1,0,2007
Jay Gibbons,BAL,30,290,0.272,0.348,0.621,0.272,0.119,0.052000000000000005,0.179,6,28,0,-3.6,-1.1,0,2007
Adam Kennedy,STL,31,306,0.282,0.29,0.572,0.252,0.072,0.07200000000000001,0.10800000000000001,3,18,6,-0.1,-1.1,0,2007
Alexi Casilla,MIN,22,204,0.256,0.259,0.516,0.234,0.037,0.044000000000000004,0.142,0,9,11,-3.3,-1.1,0,2007
Jermaine Dye,CHW,33,561,0.317,0.486,0.804,0.344,0.232,0.08,0.191,28,78,2,-30.0,-1.2,0,2007
Ray Durham,SFG,35,528,0.295,0.343,0.638,0.28,0.125,0.1,0.142,11,71,10,-2.5,-1.2,0,2007
Ryan Langerhans,- - -,27,244,0.272,0.305,0.576,0.259,0.138,0.11900000000000001,0.332,6,23,3,-4.5,-1.2,0,2007
Richie Sexson,SEA,32,491,0.295,0.399,0.694,0.305,0.194,0.10400000000000001,0.204,21,63,1,-21.9,-1.5,0,2007
Shea Hillenbrand,- - -,31,278,0.27,0.33,0.599,0.262,0.079,0.025,0.10800000000000001,4,31,0,-8.5,-1.8,0,2007
Andy Gonzalez,CHW,25,215,0.28,0.249,0.529,0.248,0.063,0.11599999999999999,0.284,2,11,1,-12.0,-2.2,0,2007
