Name,Team,Age,PA,OBP,SLG,OPS,wOBA,ISO,BB%,K%,HR,RBI,SB,Def,WAR,All_Star,Year
Dustin Pedroia,BOS,28,623,0.347,0.449,0.797,0.344,0.16,0.077,0.096,15,65,20,10.1,4.3,0,2012
Ian Desmond,WSN,26,547,0.335,0.511,0.845,0.362,0.218,0.055,0.207,25,73,21,6.6,4.2,0,2012
Matt Wieters,BAL,26,593,0.329,0.435,0.764,0.331,0.186,0.10099999999999999,0.18899999999999997,23,83,3,20.1,4.1,0,2012
Yoenis Cespedes,OAK,26,540,0.356,0.505,0.861,0.368,0.214,0.08,0.18899999999999997,23,82,16,-4.4,4.0,0,2012
Alex Rios,CHW,31,640,0.334,0.516,0.85,0.361,0.212,0.040999999999999995,0.14400000000000002,25,91,23,-5.1,4.0,0,2012
Ryan Zimmerman,WSN,27,641,0.346,0.478,0.824,0.352,0.196,0.08900000000000001,0.18100000000000002,25,95,5,1.9,4.0,0,2012
Curtis Granderson,NYY,31,684,0.319,0.492,0.811,0.346,0.26,0.11,0.285,43,106,10,-3.3,4.0,1,2012
Russell Martin,NYY,29,485,0.311,0.403,0.713,0.316,0.192,0.109,0.196,21,53,6,25.0,4.0,0,2012
Jose Molina,TBR,37,274,0.286,0.355,0.64,0.284,0.131,0.073,0.21899999999999997,8,32,3,36.8,4.0,0,2012
Brian McCann,ATL,28,487,0.3,0.399,0.698,0.3,0.169,0.09,0.156,20,67,3,33.4,3.9,0,2012
Matt Kemp,LAD,27,449,0.367,0.538,0.906,0.383,0.236,0.08900000000000001,0.22899999999999998,23,69,9,-0.9,3.8,0,2012
Jose Reyes,MIA,29,716,0.347,0.433,0.78,0.335,0.146,0.08800000000000001,0.078,11,57,40,1.9,3.8,0,2012
Kyle Seager,SEA,24,651,0.316,0.423,0.738,0.321,0.163,0.071,0.16899999999999998,20,86,13,7.5,3.8,0,2012
Josh Willingham,MIN,33,615,0.366,0.524,0.89,0.38,0.264,0.124,0.22899999999999998,35,110,3,-14.6,3.7,0,2012
David Freese,STL,29,567,0.372,0.467,0.839,0.365,0.174,0.10099999999999999,0.215,20,79,3,3.7,3.7,0,2012
A.J. Pierzynski,CHW,35,520,0.326,0.501,0.827,0.351,0.223,0.054000000000000006,0.15,27,77,0,8.1,3.7,0,2012
Elvis Andrus,TEX,23,711,0.349,0.378,0.727,0.322,0.092,0.08,0.135,3,62,21,12.6,3.7,0,2012
Ryan Hanigan,CIN,31,371,0.365,0.338,0.703,0.305,0.063,0.11900000000000001,0.1,2,24,0,27.8,3.7,0,2012
Nick Swisher,NYY,31,624,0.364,0.473,0.837,0.363,0.201,0.12300000000000001,0.226,24,93,2,-7.1,3.6,0,2012
Josh Reddick,OAK,25,673,0.305,0.463,0.768,0.326,0.221,0.08199999999999999,0.22399999999999998,32,85,11,2.0,3.6,0,2012
Yasmani Grandal,SDP,23,226,0.394,0.469,0.863,0.376,0.172,0.13699999999999998,0.17300000000000001,8,36,0,17.6,3.5,0,2012
Erick Aybar,LAA,28,554,0.324,0.416,0.74,0.321,0.126,0.04,0.11,8,45,20,6.1,3.5,0,2012
David Murphy,TEX,30,521,0.38,0.479,0.859,0.369,0.175,0.10400000000000001,0.142,15,61,10,-2.9,3.4,0,2012
Adam LaRoche,WSN,32,647,0.343,0.51,0.853,0.361,0.238,0.10400000000000001,0.213,33,100,1,-6.3,3.4,0,2012
Carlos Beltran,STL,35,619,0.346,0.495,0.842,0.355,0.227,0.105,0.2,32,97,13,-3.5,3.4,1,2012
Melvin Upton Jr.,TBR,27,633,0.298,0.454,0.752,0.323,0.208,0.071,0.267,28,78,31,-0.1,3.4,0,2012
Jason Kipnis,CLE,25,672,0.335,0.379,0.714,0.315,0.122,0.1,0.162,14,76,31,3.9,3.4,0,2012
Albert Pujols,LAA,32,670,0.343,0.516,0.859,0.36,0.231,0.078,0.113,30,105,8,-9.4,3.3,0,2012
Derek Jeter,NYY,38,740,0.362,0.429,0.791,0.347,0.113,0.061,0.122,15,58,9,-4.8,3.3,1,2012
Brandon Phillips,CIN,31,623,0.321,0.429,0.75,0.325,0.148,0.045,0.127,18,77,15,10.2,3.3,0,2012
Dan Uggla,ATL,32,630,0.348,0.384,0.732,0.325,0.164,0.149,0.267,19,78,4,5.9,3.3,1,2012
Alfonso Soriano,CHC,36,615,0.322,0.499,0.821,0.35,0.237,0.07200000000000001,0.249,32,108,6,2.2,3.2,0,2012
Shin-Soo Choo,CLE,29,686,0.373,0.441,0.815,0.359,0.159,0.106,0.21899999999999997,16,67,21,-15.3,3.2,0,2012
Denard Span,MIN,28,568,0.342,0.395,0.738,0.325,0.112,0.083,0.109,4,41,17,6.9,3.2,0,2012
Mike Moustakas,KCR,23,614,0.296,0.412,0.708,0.305,0.171,0.064,0.20199999999999999,20,73,5,15.4,3.2,0,2012
Desmond Jennings,TBR,25,563,0.314,0.388,0.702,0.309,0.143,0.08199999999999999,0.213,13,47,31,4.5,3.2,0,2012
David Ortiz,BOS,36,383,0.415,0.611,1.026,0.425,0.293,0.146,0.133,23,60,0,-9.3,3.1,1,2012
Jose Bautista,TOR,31,399,0.358,0.527,0.886,0.378,0.286,0.14800000000000002,0.158,27,65,5,-1.6,3.1,0,2012
Starlin Castro,CHC,22,691,0.323,0.43,0.753,0.323,0.147,0.052000000000000005,0.145,14,78,25,10.6,3.1,0,2012
Dexter Fowler,COL,26,530,0.389,0.474,0.863,0.375,0.174,0.128,0.242,13,53,12,-4.8,3.0,0,2012
Andre Ethier,LAD,30,618,0.351,0.46,0.812,0.35,0.176,0.081,0.201,20,89,2,-7.8,3.0,0,2012
Adrian Gonzalez,- - -,30,684,0.344,0.463,0.806,0.346,0.164,0.061,0.161,18,108,2,-3.1,3.0,0,2012
Alex Avila,DET,25,434,0.352,0.384,0.736,0.327,0.142,0.141,0.24,9,48,2,15.3,3.0,0,2012
Alberto Callaspo,LAA,29,520,0.331,0.361,0.692,0.308,0.109,0.10800000000000001,0.113,10,53,4,10.8,3.0,0,2012
Jon Jay,STL,27,502,0.373,0.4,0.773,0.341,0.095,0.068,0.141,4,40,19,-0.8,2.9,0,2012
Hanley Ramirez,- - -,28,667,0.322,0.437,0.759,0.328,0.18,0.081,0.198,24,92,21,1.3,2.9,0,2012
Ian Kinsler,TEX,30,731,0.326,0.423,0.749,0.327,0.166,0.08199999999999999,0.12300000000000001,19,72,21,-0.4,2.9,0,2012
Paul Goldschmidt,ARI,24,587,0.359,0.49,0.85,0.363,0.204,0.102,0.221,20,82,18,-13.4,2.8,0,2012
Mark Trumbo,LAA,26,586,0.317,0.491,0.808,0.346,0.222,0.061,0.261,32,95,4,-8.7,2.8,0,2012
Carlos Gonzalez,COL,26,579,0.371,0.51,0.881,0.374,0.207,0.09699999999999999,0.19899999999999998,22,85,20,-6.4,2.7,0,2012
Cody Ross,BOS,31,528,0.326,0.481,0.807,0.345,0.214,0.08,0.244,22,81,2,-1.5,2.7,0,2012
Jeff Keppinger,TBR,32,418,0.367,0.439,0.806,0.352,0.114,0.057,0.07400000000000001,9,40,1,0.1,2.7,0,2012
Billy Butler,KCR,26,679,0.373,0.51,0.882,0.377,0.197,0.08,0.163,29,107,2,-17.6,2.6,0,2012
Ryan Ludwick,CIN,33,472,0.346,0.531,0.877,0.373,0.256,0.08900000000000001,0.20600000000000002,26,80,0,-8.2,2.6,0,2012
Chipper Jones,ATL,40,448,0.377,0.455,0.832,0.36,0.168,0.127,0.114,14,62,1,2.4,2.6,0,2012
Mark Teixeira,NYY,32,524,0.332,0.475,0.807,0.345,0.224,0.10300000000000001,0.158,24,84,2,-1.3,2.6,0,2012
Chase Utley,PHI,33,362,0.365,0.429,0.793,0.342,0.173,0.11900000000000001,0.11900000000000001,11,45,11,2.2,2.6,0,2012
A.J. Ellis,LAD,31,505,0.373,0.414,0.786,0.341,0.144,0.129,0.212,13,52,0,2.8,2.6,0,2012
Justin Upton,ARI,24,628,0.355,0.43,0.785,0.341,0.15,0.1,0.193,17,67,18,-5.3,2.6,0,2012
Carlos Gomez,MIL,26,452,0.305,0.463,0.768,0.329,0.202,0.044000000000000004,0.217,19,51,37,2.3,2.6,0,2012
Michael Brantley,CLE,25,609,0.348,0.402,0.75,0.322,0.114,0.087,0.092,6,60,12,-0.7,2.6,0,2012
Jarrod Saltalamacchia,BOS,27,448,0.288,0.454,0.742,0.319,0.232,0.085,0.31,25,59,0,11.8,2.6,0,2012
Alcides Escobar,KCR,25,648,0.331,0.39,0.721,0.316,0.098,0.042,0.154,5,52,35,-2.1,2.6,0,2012
Danny Espinosa,WSN,25,658,0.315,0.402,0.717,0.313,0.155,0.07,0.287,17,56,20,8.6,2.6,0,2012
Shane Victorino,- - -,31,666,0.321,0.383,0.704,0.31,0.128,0.08,0.12,11,55,39,1.1,2.6,0,2012
Justin Ruggiano,MIA,30,320,0.374,0.535,0.909,0.39,0.222,0.091,0.263,13,36,14,-1.0,2.5,0,2012
Todd Frazier,CIN,26,465,0.331,0.498,0.829,0.354,0.225,0.077,0.222,19,67,3,-3.8,2.5,0,2012
Pedro Alvarez,PIT,25,586,0.317,0.467,0.784,0.335,0.223,0.09699999999999999,0.307,30,85,1,-3.8,2.5,0,2012
Alex Rodriguez,NYY,36,529,0.353,0.43,0.783,0.342,0.158,0.096,0.21899999999999997,18,57,13,-3.5,2.5,0,2012
Asdrubal Cabrera,CLE,26,616,0.338,0.423,0.762,0.332,0.153,0.084,0.161,16,68,9,-4.4,2.5,0,2012
Alejandro De Aza,CHW,28,585,0.349,0.41,0.76,0.333,0.13,0.08,0.18600000000000003,9,50,26,-1.6,2.5,0,2012
Craig Gentry,TEX,28,269,0.367,0.392,0.759,0.336,0.088,0.052000000000000005,0.152,1,26,13,10.8,2.5,0,2012
Coco Crisp,OAK,32,508,0.325,0.418,0.742,0.324,0.158,0.08900000000000001,0.126,11,46,39,-3.2,2.5,0,2012
Brandon Moss,OAK,28,296,0.358,0.596,0.954,0.402,0.306,0.08800000000000001,0.304,21,52,1,-8.6,2.4,0,2012
John Jaso,SEA,28,361,0.394,0.456,0.85,0.372,0.18,0.155,0.141,10,50,5,-7.8,2.4,0,2012
Jay Bruce,CIN,25,633,0.327,0.514,0.841,0.352,0.263,0.098,0.245,34,99,9,-11.7,2.4,0,2012
Pablo Sandoval,SFG,25,442,0.342,0.447,0.789,0.338,0.164,0.086,0.133,12,63,1,0.8,2.4,1,2012
Nori Aoki,MIL,30,588,0.355,0.433,0.787,0.344,0.144,0.073,0.094,10,50,30,-4.1,2.4,0,2012
Jed Lowrie,HOU,28,387,0.331,0.438,0.769,0.336,0.194,0.111,0.168,16,42,2,6.7,2.4,0,2012
Neil Walker,PIT,26,530,0.342,0.426,0.768,0.334,0.146,0.08900000000000001,0.196,14,69,7,-1.6,2.4,0,2012
Marco Scutaro,- - -,36,683,0.348,0.405,0.753,0.329,0.098,0.059000000000000004,0.07200000000000001,7,74,9,3.0,2.4,0,2012
Michael Saunders,SEA,25,553,0.306,0.432,0.738,0.32,0.185,0.078,0.239,19,57,21,-7.1,2.4,0,2012
Omar Infante,- - -,30,588,0.3,0.419,0.719,0.31,0.144,0.036000000000000004,0.111,12,53,17,5.1,2.4,0,2012
J.J. Hardy,BAL,29,713,0.282,0.389,0.671,0.29,0.151,0.053,0.149,22,68,0,18.8,2.4,0,2012
Allen Craig,STL,27,514,0.354,0.522,0.876,0.374,0.215,0.07200000000000001,0.17300000000000001,22,92,2,-12.8,2.3,0,2012
Jonny Gomes,OAK,31,333,0.377,0.491,0.868,0.376,0.229,0.132,0.312,18,47,3,-7.5,2.3,0,2012
Will Venable,SDP,29,470,0.335,0.429,0.765,0.332,0.165,0.087,0.2,9,45,24,-5.2,2.3,0,2012
Howie Kendrick,LAA,28,594,0.325,0.4,0.725,0.316,0.113,0.049,0.19399999999999998,8,67,14,2.5,2.3,0,2012
Mark Ellis,LAD,35,464,0.333,0.364,0.697,0.312,0.106,0.086,0.151,7,31,5,8.7,2.3,0,2012
Carlos Quentin,SDP,29,340,0.374,0.504,0.877,0.378,0.243,0.106,0.121,16,46,0,-8.0,2.2,0,2012
Tyler Colvin,COL,26,452,0.327,0.531,0.858,0.365,0.24,0.046,0.259,18,72,7,-1.8,2.2,0,2012
Corey Hart,MIL,30,622,0.334,0.507,0.841,0.358,0.237,0.071,0.243,30,83,5,-14.1,2.2,0,2012
Luis Cruz,LAD,28,296,0.322,0.431,0.753,0.326,0.134,0.03,0.115,6,40,2,9.7,2.2,0,2012
Ichiro Suzuki,- - -,38,663,0.307,0.39,0.696,0.3,0.107,0.033,0.092,9,55,29,2.5,2.2,0,2012
Paul Konerko,CHW,36,598,0.371,0.486,0.857,0.371,0.188,0.094,0.139,26,75,0,-16.4,2.1,0,2012
Adam Dunn,CHW,32,649,0.333,0.468,0.8,0.346,0.263,0.162,0.342,41,96,2,-12.4,2.1,0,2012
Martin Maldonado,MIL,25,256,0.321,0.408,0.729,0.32,0.142,0.066,0.21899999999999997,8,30,1,14.7,2.1,0,2012
Ben Revere,MIN,24,553,0.333,0.342,0.675,0.3,0.049,0.052000000000000005,0.098,0,32,40,4.0,2.1,0,2012
Dustin Ackley,SEA,24,668,0.294,0.328,0.622,0.274,0.102,0.08800000000000001,0.18600000000000003,12,50,13,10.6,2.1,0,2012
Evan Longoria,TBR,26,312,0.369,0.527,0.896,0.378,0.238,0.106,0.196,17,55,2,-2.8,2.0,0,2012
Will Middlebrooks,BOS,23,286,0.325,0.509,0.835,0.357,0.221,0.045,0.245,15,54,4,3.2,2.0,0,2012
Nick Markakis,BAL,28,471,0.363,0.471,0.834,0.359,0.174,0.08900000000000001,0.10800000000000001,13,54,1,-9.7,2.0,0,2012
Jose Altuve,HOU,22,630,0.34,0.399,0.74,0.325,0.109,0.063,0.11699999999999999,7,37,33,-6.1,2.0,0,2012
Jhonny Peralta,DET,30,585,0.305,0.384,0.689,0.301,0.145,0.084,0.179,13,63,1,14.0,2.0,0,2012
Alexei Ramirez,CHW,30,621,0.287,0.364,0.651,0.282,0.099,0.026000000000000002,0.124,9,73,20,15.5,2.0,0,2012
Chris Denorfia,SDP,31,382,0.345,0.451,0.796,0.345,0.158,0.071,0.136,8,36,13,-3.7,1.9,0,2012
Matt Joyce,TBR,27,462,0.341,0.429,0.769,0.335,0.188,0.11900000000000001,0.221,17,59,4,-7.5,1.9,0,2012
Justin Maxwell,HOU,28,352,0.304,0.46,0.764,0.33,0.232,0.091,0.324,18,53,9,4.5,1.9,0,2012
Hunter Pence,- - -,29,688,0.319,0.425,0.743,0.323,0.172,0.081,0.21100000000000002,24,104,5,-7.3,1.9,0,2012
Brett Lawrie,TOR,22,536,0.324,0.405,0.729,0.319,0.132,0.062,0.16,11,48,13,2.2,1.9,0,2012
Zack Cozart,CIN,26,600,0.288,0.399,0.687,0.298,0.153,0.052000000000000005,0.188,15,35,4,11.0,1.9,0,2012
Darwin Barney,CHC,26,588,0.299,0.354,0.653,0.287,0.1,0.055999999999999994,0.099,7,44,6,12.3,1.9,0,2012
Brandon Crawford,SFG,25,476,0.304,0.349,0.653,0.284,0.101,0.069,0.2,4,45,1,14.0,1.9,0,2012
Andy Dirks,DET,26,344,0.37,0.487,0.857,0.368,0.166,0.067,0.154,8,35,1,-7.1,1.8,0,2012
Chris Davis,BAL,26,562,0.326,0.501,0.827,0.352,0.231,0.066,0.301,33,85,2,-13.8,1.8,0,2012
Brandon Belt,SFG,24,472,0.36,0.421,0.781,0.339,0.146,0.114,0.225,7,56,12,-7.7,1.8,0,2012
David DeJesus,CHC,32,582,0.35,0.403,0.753,0.332,0.14,0.105,0.153,9,50,7,-1.3,1.8,0,2012
Kevin Youkilis,- - -,33,509,0.336,0.409,0.745,0.328,0.174,0.1,0.212,19,60,0,1.9,1.8,0,2012
Chris Young,ARI,28,363,0.311,0.434,0.745,0.325,0.203,0.099,0.218,14,41,8,4.7,1.8,0,2012
Gregor Blanco,SFG,28,453,0.333,0.344,0.676,0.302,0.099,0.113,0.23,5,34,26,1.4,1.8,0,2012
Cameron Maybin,SDP,25,561,0.306,0.349,0.656,0.29,0.107,0.078,0.196,8,45,26,3.4,1.8,0,2012
Freddie Freeman,ATL,22,620,0.34,0.456,0.796,0.342,0.196,0.10300000000000001,0.20800000000000002,23,94,2,-12.8,1.7,0,2012
Ruben Tejada,NYM,22,501,0.333,0.351,0.685,0.304,0.063,0.054000000000000006,0.146,1,25,4,6.1,1.7,0,2012
Jeff Mathis,TOR,29,227,0.249,0.393,0.642,0.277,0.175,0.04,0.3,8,27,1,15.8,1.7,0,2012
Eric Chavez,NYY,34,313,0.348,0.496,0.845,0.36,0.216,0.096,0.188,16,37,0,-2.2,1.6,0,2012
Garrett Jones,PIT,31,515,0.317,0.516,0.832,0.352,0.242,0.064,0.2,27,86,2,-14.1,1.6,0,2012
Anthony Rizzo,CHC,22,368,0.342,0.463,0.805,0.349,0.178,0.073,0.168,15,48,3,-1.7,1.6,0,2012
Scott Hairston,NYM,32,398,0.299,0.504,0.803,0.342,0.241,0.048,0.209,20,57,8,-6.3,1.6,0,2012
Daniel Murphy,NYM,27,612,0.332,0.403,0.735,0.318,0.112,0.059000000000000004,0.134,6,65,10,-6.7,1.6,0,2012
Rickie Weeks Jr.,MIL,29,677,0.328,0.4,0.728,0.321,0.17,0.109,0.25,21,63,16,-8.6,1.6,0,2012
Juan Pierre,PHI,34,439,0.351,0.371,0.721,0.32,0.063,0.052000000000000005,0.062,1,25,37,-4.0,1.6,0,2012
Jamey Carroll,MIN,38,537,0.343,0.317,0.66,0.299,0.049,0.09699999999999999,0.121,1,40,9,7.3,1.6,0,2012
Everth Cabrera,SDP,25,449,0.324,0.324,0.648,0.291,0.078,0.096,0.245,2,24,44,1.0,1.6,0,2012
Chris Carter,OAK,25,260,0.35,0.514,0.864,0.369,0.275,0.15,0.319,16,39,0,-6.1,1.5,0,2012
Jason Kubel,ARI,30,571,0.327,0.506,0.833,0.352,0.253,0.1,0.264,30,90,1,-10.6,1.5,0,2012
Matt Carpenter,STL,26,340,0.365,0.463,0.828,0.355,0.169,0.1,0.185,6,46,1,-7.4,1.5,0,2012
Kendrys Morales,LAA,29,522,0.32,0.467,0.787,0.339,0.194,0.059000000000000004,0.222,22,73,0,-11.0,1.5,0,2012
Roger Bernadina,WSN,28,261,0.372,0.405,0.777,0.341,0.115,0.107,0.203,5,25,15,0.0,1.5,0,2012
Seth Smith,OAK,29,441,0.333,0.42,0.754,0.325,0.18,0.113,0.222,14,52,2,-6.6,1.5,0,2012
Gerardo Parra,ARI,25,430,0.335,0.392,0.727,0.317,0.119,0.077,0.179,7,36,15,2.9,1.5,0,2012
Andres Torres,NYM,34,434,0.327,0.337,0.664,0.297,0.107,0.12,0.207,3,35,13,5.0,1.5,0,2012
Mike Aviles,BOS,31,546,0.282,0.381,0.663,0.288,0.131,0.042,0.141,13,60,14,9.1,1.5,0,2012
Jayson Werth,WSN,33,344,0.387,0.44,0.827,0.362,0.14,0.122,0.166,5,31,8,-10.3,1.4,0,2012
Chris Johnson,- - -,27,528,0.326,0.451,0.777,0.334,0.17,0.059000000000000004,0.25,15,76,5,-3.8,1.4,0,2012
Lorenzo Cain,KCR,26,244,0.316,0.419,0.734,0.318,0.153,0.061,0.23,7,31,10,3.9,1.4,0,2012
Logan Forsythe,SDP,25,350,0.343,0.39,0.733,0.325,0.117,0.08,0.163,6,26,8,-4.6,1.4,0,2012
Jarrod Dyson,KCR,27,330,0.328,0.322,0.65,0.291,0.062,0.091,0.17,0,9,30,3.2,1.4,0,2012
Brendan Ryan,SEA,30,470,0.277,0.278,0.555,0.252,0.084,0.094,0.209,3,31,11,18.1,1.4,0,2012
Troy Tulowitzki,COL,27,203,0.36,0.486,0.846,0.364,0.199,0.094,0.094,8,27,2,3.1,1.3,0,2012
Kevin Frandsen,PHI,30,210,0.383,0.451,0.834,0.362,0.113,0.043,0.086,2,14,0,-0.5,1.3,0,2012
Manny Machado,BAL,19,202,0.294,0.445,0.739,0.317,0.183,0.045,0.188,7,26,2,5.6,1.3,0,2012
Donovan Solano,MIA,24,316,0.342,0.375,0.717,0.314,0.081,0.066,0.184,2,28,7,0.8,1.3,0,2012
Yunel Escobar,TOR,29,608,0.3,0.344,0.644,0.284,0.091,0.057999999999999996,0.115,9,51,5,12.0,1.3,0,2012
Drew Stubbs,CIN,27,544,0.277,0.333,0.61,0.271,0.12,0.077,0.305,14,40,30,9.8,1.3,0,2012
Daniel Nava,BOS,29,317,0.352,0.39,0.742,0.33,0.146,0.11699999999999999,0.19899999999999998,6,33,3,-1.2,1.2,0,2012
Colby Rasmus,TOR,25,625,0.289,0.4,0.689,0.297,0.177,0.075,0.23800000000000002,23,75,4,4.0,1.2,0,2012
Josh Donaldson,OAK,26,294,0.289,0.398,0.687,0.3,0.157,0.048,0.207,9,33,4,3.6,1.2,0,2012
Bobby Wilson,LAA,29,201,0.277,0.292,0.569,0.257,0.082,0.075,0.16399999999999998,3,13,0,13.6,1.2,0,2012
Salvador Perez,KCR,22,305,0.328,0.471,0.798,0.34,0.17,0.039,0.08900000000000001,11,39,0,-0.3,1.1,0,2012
Nelson Cruz,TEX,31,642,0.319,0.46,0.779,0.335,0.2,0.075,0.218,24,90,8,-11.8,1.1,0,2012
Yonder Alonso,SDP,25,619,0.348,0.393,0.741,0.323,0.12,0.1,0.163,9,62,3,-8.7,1.1,0,2012
Cody Ransom,- - -,36,282,0.312,0.411,0.722,0.318,0.191,0.106,0.387,11,42,0,3.1,1.1,0,2012
Luis Valbuena,CHC,26,303,0.31,0.34,0.65,0.29,0.121,0.11900000000000001,0.182,4,28,0,12.7,1.1,0,2012
Geovany Soto,- - -,29,361,0.27,0.343,0.613,0.271,0.145,0.083,0.21100000000000002,11,39,1,15.0,1.1,0,2012
Mike Baxter,NYM,27,211,0.365,0.413,0.778,0.337,0.151,0.11800000000000001,0.213,3,17,5,-2.6,1.0,0,2012
Ike Davis,NYM,25,584,0.308,0.462,0.771,0.331,0.235,0.10400000000000001,0.24100000000000002,32,90,0,-13.1,1.0,0,2012
Kelly Shoppach,- - -,32,245,0.309,0.425,0.733,0.316,0.192,0.065,0.363,8,27,1,2.5,1.0,0,2012
Jerry Hairston,LAD,36,267,0.342,0.387,0.729,0.32,0.113,0.086,0.10099999999999999,4,26,1,2.2,1.0,0,2012
DeWayne Wise,- - -,34,239,0.293,0.429,0.721,0.31,0.17,0.046,0.218,8,30,19,0.0,1.0,0,2012
Casper Wells,SEA,27,316,0.302,0.396,0.698,0.307,0.168,0.08199999999999999,0.253,10,36,3,-1.2,1.0,0,2012
Quintin Berry,DET,27,330,0.33,0.354,0.684,0.305,0.096,0.076,0.242,2,29,21,-4.0,1.0,0,2012
Gordon Beckham,CHW,25,582,0.296,0.371,0.668,0.295,0.137,0.069,0.153,16,60,5,5.0,1.0,0,2012
Brandon Inge,- - -,35,331,0.275,0.383,0.658,0.286,0.165,0.073,0.275,12,54,0,6.9,1.0,0,2012
Cliff Pennington,OAK,28,462,0.278,0.311,0.589,0.263,0.096,0.076,0.195,6,28,15,7.8,1.0,0,2012
