Name,Team,Age,PA,OBP,SLG,OPS,wOBA,ISO,BB%,K%,HR,RBI,SB,Def,WAR,All_Star,Year
George Kottaras,- - -,29,209,0.351,0.415,0.766,0.339,0.205,0.177,0.23,9,31,0,-0.7,0.9,0,2012
Jesus Guzman,SDP,28,321,0.319,0.418,0.737,0.318,0.171,0.09,0.221,9,48,3,-3.9,0.9,0,2012
Pedro Ciriaco,BOS,26,272,0.315,0.39,0.705,0.304,0.097,0.028999999999999998,0.17300000000000001,2,19,16,-0.3,0.9,0,2012
Dayan Viciedo,CHW,23,543,0.3,0.444,0.744,0.321,0.188,0.052000000000000005,0.221,25,78,0,-3.7,0.8,0,2012
Scott Rolen,CIN,37,330,0.318,0.398,0.716,0.314,0.153,0.091,0.188,8,39,2,0.6,0.8,0,2012
Chris Heisey,CIN,27,375,0.315,0.401,0.715,0.313,0.135,0.048,0.21600000000000003,7,31,6,-2.3,0.8,0,2012
Skip Schumaker,STL,32,304,0.339,0.368,0.707,0.31,0.092,0.08900000000000001,0.16399999999999998,1,28,1,-0.7,0.8,0,2012
Jacoby Ellsbury,BOS,28,323,0.313,0.37,0.682,0.3,0.099,0.059000000000000004,0.133,4,26,14,0.6,0.8,0,2012
Ryan Roberts,- - -,31,489,0.296,0.36,0.656,0.288,0.125,0.08199999999999999,0.188,12,52,10,5.4,0.8,0,2012
Maicer Izturis,LAA,31,319,0.32,0.315,0.634,0.287,0.059,0.078,0.11900000000000001,2,20,17,0.8,0.8,0,2012
Josh Thole,NYM,25,354,0.294,0.29,0.584,0.257,0.056,0.076,0.141,1,21,0,16.7,0.8,0,2012
Wilin Rosario,COL,23,426,0.312,0.53,0.843,0.356,0.26,0.059000000000000004,0.23199999999999998,28,71,4,-8.5,0.7,0,2012
Michael Cuddyer,COL,33,394,0.317,0.489,0.806,0.344,0.229,0.081,0.198,16,58,8,-3.7,0.7,0,2012
Mitch Moreland,TEX,26,357,0.321,0.468,0.789,0.334,0.193,0.064,0.19899999999999998,15,50,1,-3.8,0.7,0,2012
Scott Moore,HOU,28,228,0.33,0.448,0.778,0.335,0.189,0.07,0.24600000000000002,9,26,0,-4.2,0.7,0,2012
Rajai Davis,TOR,31,487,0.309,0.378,0.687,0.299,0.121,0.06,0.209,8,43,46,-6.3,0.7,0,2012
Kelly Johnson,TOR,30,581,0.313,0.365,0.678,0.299,0.14,0.107,0.27399999999999997,16,55,14,-2.3,0.7,0,2012
Ryan Sweeney,BOS,27,219,0.303,0.373,0.675,0.295,0.113,0.055,0.196,0,16,0,2.1,0.7,0,2012
Rafael Furcal,STL,34,531,0.325,0.346,0.671,0.298,0.082,0.083,0.107,5,49,12,-2.3,0.7,1,2012
Elliot Johnson,TBR,28,331,0.304,0.35,0.654,0.29,0.108,0.073,0.254,6,33,18,-1.1,0.7,0,2012
Placido Polanco,PHI,36,328,0.302,0.327,0.629,0.279,0.069,0.055,0.076,2,19,0,8.3,0.7,0,2012
Bryan LaHair,CHC,29,380,0.334,0.45,0.784,0.339,0.191,0.10300000000000001,0.326,16,40,4,-10.4,0.6,0,2012
Josh Rutledge,COL,23,291,0.306,0.469,0.775,0.332,0.195,0.031,0.18600000000000003,8,37,7,-1.6,0.6,0,2012
Mark Reynolds,BAL,28,538,0.335,0.429,0.763,0.335,0.208,0.136,0.29600000000000004,23,69,1,-15.1,0.6,0,2012
Trevor Plouffe,MIN,26,465,0.301,0.455,0.756,0.327,0.22,0.08,0.198,24,55,1,-11.6,0.6,0,2012
Wilson Betemit,BAL,30,376,0.322,0.422,0.744,0.324,0.161,0.08199999999999999,0.27399999999999997,12,40,0,-6.0,0.6,0,2012
Reed Johnson,- - -,35,288,0.337,0.398,0.735,0.322,0.108,0.045,0.212,3,20,2,-3.0,0.6,0,2012
Nate Schierholtz,- - -,28,269,0.321,0.407,0.728,0.314,0.149,0.086,0.171,6,21,3,-3.3,0.6,0,2012
Willie Bloomquist,ARI,34,338,0.325,0.398,0.724,0.314,0.096,0.036000000000000004,0.163,0,23,7,-0.2,0.6,0,2012
J.P. Arencibia,TOR,26,372,0.275,0.435,0.71,0.304,0.202,0.048,0.29,18,56,1,-0.5,0.6,0,2012
Nate McLouth,- - -,30,298,0.314,0.38,0.694,0.305,0.139,0.091,0.205,7,20,12,-4.3,0.6,0,2012
Joaquin Arias,SFG,27,344,0.304,0.389,0.693,0.296,0.119,0.038,0.128,5,34,5,0.5,0.6,0,2012
Carlos Pena,TBR,34,600,0.33,0.354,0.684,0.309,0.157,0.145,0.303,19,61,2,-9.4,0.6,0,2012
Chris Getz,KCR,28,210,0.312,0.36,0.672,0.294,0.085,0.052000000000000005,0.081,0,17,9,1.4,0.6,0,2012
Derek Norris,OAK,23,232,0.276,0.349,0.625,0.275,0.148,0.091,0.284,7,34,5,5.3,0.6,0,2012
Michael Morse,WSN,30,430,0.321,0.47,0.791,0.34,0.18,0.037000000000000005,0.226,18,62,0,-8.5,0.5,0,2012
Carlos Santana,CLE,26,609,0.365,0.42,0.785,0.344,0.168,0.149,0.166,18,76,3,-22.0,0.5,0,2012
Travis Hafner,CLE,35,263,0.346,0.438,0.784,0.342,0.21,0.122,0.179,12,34,0,-6.6,0.5,0,2012
Raul Ibanez,NYY,40,425,0.308,0.453,0.761,0.325,0.214,0.08199999999999999,0.158,19,62,3,-8.8,0.5,0,2012
Juan Francisco,ATL,25,205,0.278,0.432,0.71,0.302,0.198,0.054000000000000006,0.341,9,32,1,3.0,0.5,0,2012
Adam Kennedy,LAD,36,201,0.345,0.357,0.702,0.31,0.095,0.114,0.16399999999999998,2,16,1,-0.7,0.5,0,2012
Kirk Nieuwenhuis,NYM,24,314,0.315,0.376,0.691,0.305,0.124,0.08,0.312,7,28,4,-4.3,0.5,0,2012
John McDonald,ARI,37,213,0.295,0.386,0.681,0.289,0.137,0.055999999999999994,0.155,6,22,0,5.3,0.5,0,2012
Emilio Bonifacio,MIA,27,274,0.33,0.316,0.645,0.29,0.057,0.091,0.19,1,11,30,-3.3,0.5,0,2012
Alexi Casilla,MIN,27,326,0.282,0.321,0.603,0.266,0.08,0.049,0.16,1,30,21,3.5,0.5,0,2012
Clint Barmes,PIT,33,493,0.272,0.321,0.593,0.26,0.092,0.040999999999999995,0.215,8,45,0,13.3,0.5,0,2012
Mike Napoli,TEX,30,417,0.343,0.469,0.812,0.349,0.241,0.134,0.3,24,56,1,-17.2,0.4,0,2012
DJ LeMahieu,COL,23,247,0.332,0.41,0.742,0.317,0.114,0.053,0.17,2,22,1,3.3,0.4,0,2012
Jason Castro,HOU,25,295,0.334,0.401,0.735,0.32,0.144,0.105,0.207,6,29,0,-5.7,0.4,0,2012
Jayson Nix,NYY,29,202,0.306,0.384,0.69,0.304,0.141,0.069,0.262,4,18,6,1.0,0.4,0,2012
Freddy Galvis,PHI,22,200,0.254,0.363,0.617,0.267,0.137,0.035,0.145,3,24,0,7.2,0.4,0,2012
Jordany Valdespin,NYM,24,206,0.286,0.424,0.71,0.308,0.183,0.049,0.214,8,26,10,-2.5,0.3,0,2012
Andruw Jones,NYY,35,269,0.294,0.408,0.701,0.306,0.21,0.10400000000000001,0.264,14,34,0,-3.8,0.3,0,2012
Carlos Lee,- - -,36,615,0.332,0.365,0.697,0.307,0.102,0.094,0.08,9,77,3,-5.3,0.3,0,2012
Scott Podsednik,BOS,36,216,0.322,0.352,0.674,0.296,0.05,0.027999999999999997,0.162,1,12,8,-0.8,0.3,0,2012
Tyler Greene,- - -,28,330,0.274,0.4,0.674,0.29,0.17,0.057999999999999996,0.28800000000000003,11,30,12,-1.8,0.3,0,2012
Steve Lombardozzi,WSN,23,416,0.317,0.354,0.671,0.296,0.081,0.046,0.111,3,27,5,-1.9,0.3,0,2012
Alexi Amarista,- - -,23,300,0.282,0.385,0.668,0.288,0.145,0.057,0.14,5,32,8,-2.9,0.3,0,2012
Chris Snyder,HOU,31,258,0.295,0.308,0.602,0.27,0.131,0.128,0.271,7,24,0,8.8,0.3,0,2012
Chris Nelson,COL,26,377,0.352,0.458,0.81,0.348,0.157,0.07200000000000001,0.223,9,53,2,-9.9,0.2,0,2012
Vernon Wells,LAA,33,262,0.279,0.403,0.682,0.296,0.173,0.061,0.134,11,29,3,-4.1,0.2,0,2012
John Buck,MIA,31,398,0.297,0.347,0.644,0.284,0.155,0.12300000000000001,0.259,12,41,0,2.8,0.2,0,2012
Ryan Theriot,SFG,32,384,0.316,0.321,0.637,0.283,0.051,0.063,0.122,0,28,13,-1.1,0.2,0,2012
Sean Rodriguez,TBR,27,342,0.281,0.326,0.607,0.269,0.113,0.079,0.21899999999999997,6,32,5,0.0,0.2,0,2012
Justin Morneau,MIN,31,570,0.333,0.44,0.773,0.33,0.172,0.086,0.179,19,77,1,-17.1,0.1,0,2012
Domonic Brown,PHI,24,212,0.316,0.396,0.712,0.309,0.16,0.099,0.16,5,26,0,-0.8,0.1,0,2012
Bobby Abreu,- - -,38,257,0.35,0.342,0.693,0.31,0.1,0.14400000000000002,0.218,3,24,6,-4.7,0.1,0,2012
Hector Sanchez,SFG,22,227,0.295,0.39,0.685,0.296,0.11,0.022000000000000002,0.22899999999999998,3,34,0,-2.9,0.1,0,2012
Elian Herrera,LAD,27,214,0.34,0.332,0.671,0.304,0.08,0.107,0.23399999999999999,1,17,4,-3.0,0.1,0,2012
Jonathan Herrera,COL,27,251,0.317,0.351,0.668,0.292,0.089,0.064,0.155,3,12,4,3.2,0.1,0,2012
Stephen Drew,- - -,29,327,0.309,0.348,0.657,0.291,0.125,0.113,0.23199999999999998,7,28,1,-0.4,0.1,0,2012
Casey McGehee,- - -,29,352,0.284,0.358,0.643,0.283,0.142,0.08199999999999999,0.19899999999999998,9,41,1,0.4,0.1,0,2012
Michael McKenry,PIT,27,275,0.32,0.442,0.762,0.33,0.208,0.105,0.265,12,39,0,-10.1,0.0,0,2012
Todd Helton,COL,38,283,0.343,0.4,0.743,0.327,0.163,0.138,0.155,7,37,1,-2.8,0.0,0,2012
Chris Iannetta,LAA,29,253,0.332,0.398,0.73,0.323,0.158,0.115,0.237,9,26,1,-9.7,0.0,0,2012
Luke Scott,TBR,34,344,0.285,0.439,0.724,0.308,0.21,0.061,0.233,14,55,5,-9.8,0.0,0,2012
John Mayberry,PHI,28,479,0.301,0.395,0.695,0.303,0.15,0.071,0.23199999999999998,14,46,1,-3.6,0.0,0,2012
Alex Presley,PIT,26,370,0.279,0.405,0.683,0.296,0.168,0.049,0.195,10,25,9,-5.7,0.0,0,2012
Jack Hannahan,CLE,32,318,0.312,0.341,0.654,0.292,0.098,0.085,0.198,4,29,0,-2.1,0.0,0,2012
Josh Harrison,PIT,24,276,0.279,0.345,0.624,0.274,0.112,0.036000000000000004,0.134,3,16,7,-0.8,0.0,0,2012
John Baker,SDP,31,214,0.31,0.28,0.59,0.266,0.041,0.09300000000000001,0.192,0,14,2,1.3,0.0,0,2012
Jordan Pacheco,COL,26,505,0.341,0.421,0.762,0.33,0.112,0.044000000000000004,0.121,5,54,7,-9.5,-0.1,0,2012
Brett Wallace,HOU,25,254,0.323,0.424,0.746,0.325,0.17,0.071,0.287,9,24,0,-9.8,-0.1,0,2012
Adam Lind,TOR,28,353,0.314,0.414,0.729,0.316,0.159,0.08199999999999999,0.17300000000000001,11,45,0,-7.2,-0.1,0,2012
Logan Morrison,MIA,24,334,0.308,0.399,0.707,0.308,0.169,0.09300000000000001,0.174,11,36,1,-5.0,-0.1,0,2012
Shelley Duncan,CLE,32,264,0.288,0.388,0.676,0.295,0.185,0.106,0.223,11,31,1,-3.8,-0.1,0,2012
Daniel Descalso,STL,25,426,0.303,0.324,0.627,0.278,0.096,0.087,0.195,4,26,6,-3.2,-0.1,0,2012
Ian Stewart,CHC,27,202,0.292,0.335,0.627,0.273,0.134,0.10400000000000001,0.228,5,17,0,2.4,-0.2,0,2012
Jemile Weeks,OAK,25,511,0.305,0.304,0.609,0.276,0.083,0.098,0.13699999999999998,2,20,16,-4.9,-0.2,0,2012
J.D. Martinez,HOU,24,439,0.311,0.375,0.685,0.303,0.134,0.091,0.21899999999999997,11,55,0,-4.3,-0.3,0,2012
Chris Parmelee,MIN,24,210,0.29,0.38,0.671,0.292,0.151,0.062,0.248,5,19,0,-4.6,-0.3,0,2012
Jose Tabata,PIT,23,374,0.315,0.348,0.664,0.296,0.105,0.078,0.155,3,16,8,-4.6,-0.3,0,2012
Jose Lopez,- - -,28,248,0.27,0.356,0.626,0.272,0.11,0.036000000000000004,0.165,4,28,0,0.5,-0.3,0,2012
Yorvit Torrealba,- - -,33,218,0.293,0.33,0.623,0.278,0.103,0.078,0.183,4,14,1,-0.8,-0.3,0,2012
Gaby Sanchez,- - -,28,326,0.279,0.341,0.62,0.272,0.124,0.077,0.172,7,30,1,1.0,-0.3,0,2012
Johnny Damon,CLE,38,224,0.281,0.329,0.61,0.271,0.106,0.076,0.121,4,19,4,-4.8,-0.3,0,2012
Jesus Flores,WSN,27,296,0.248,0.329,0.577,0.247,0.116,0.044000000000000004,0.19899999999999998,6,26,1,8.0,-0.3,0,2012
Orlando Hudson,- - -,34,283,0.261,0.312,0.572,0.252,0.108,0.071,0.18,3,28,6,3.7,-0.3,0,2012
Ramon Santiago,DET,32,259,0.283,0.272,0.555,0.253,0.066,0.077,0.151,2,17,1,2.4,-0.3,0,2012
Ben Francisco,- - -,30,207,0.285,0.385,0.67,0.291,0.146,0.063,0.237,4,15,0,-5.9,-0.4,0,2012
Nyjer Morgan,MIL,31,322,0.302,0.308,0.61,0.275,0.069,0.062,0.196,3,16,12,-1.2,-0.4,0,2012
Brian Dozier,MIN,25,340,0.271,0.332,0.603,0.265,0.098,0.047,0.171,6,33,9,1.2,-0.4,0,2012
Brian Bogusevic,HOU,28,404,0.297,0.299,0.596,0.271,0.096,0.10099999999999999,0.23800000000000002,7,28,15,-2.1,-0.4,0,2012
Jordan Schafer,HOU,25,360,0.297,0.294,0.591,0.266,0.083,0.1,0.294,4,23,27,-0.2,-0.4,0,2012
Robert Andino,BAL,28,431,0.283,0.305,0.588,0.265,0.094,0.086,0.23199999999999998,7,28,5,2.0,-0.4,0,2012
Brayan Pena,KCR,30,226,0.262,0.321,0.583,0.254,0.085,0.04,0.106,2,25,0,4.0,-0.4,0,2012
Ty Wigginton,PHI,34,360,0.314,0.375,0.688,0.302,0.14,0.10300000000000001,0.225,11,43,1,-10.8,-0.5,0,2012
Tony Gwynn,LAD,29,277,0.276,0.293,0.57,0.251,0.062,0.057999999999999996,0.188,0,17,13,1.0,-0.5,0,2012
Steve Clevenger,CHC,26,215,0.26,0.276,0.537,0.242,0.075,0.07400000000000001,0.18100000000000002,1,16,0,4.5,-0.5,0,2012
Brent Lillibridge,- - -,28,209,0.25,0.274,0.524,0.235,0.079,0.053,0.34,3,10,13,-1.5,-0.5,0,2012
Marwin Gonzalez,HOU,23,219,0.28,0.327,0.607,0.269,0.093,0.059000000000000004,0.132,2,12,3,3.1,-0.6,0,2012
Lucas Duda,NYM,26,459,0.329,0.389,0.718,0.318,0.15,0.111,0.261,15,57,1,-21.4,-0.7,0,2012
Greg Dobbs,MIA,33,342,0.313,0.386,0.698,0.297,0.1,0.040999999999999995,0.155,5,39,4,-10.0,-0.7,0,2012
Brennan Boesch,DET,27,503,0.286,0.372,0.659,0.288,0.132,0.052000000000000005,0.207,12,54,6,-10.6,-0.7,0,2012
Jeff Baker,- - -,31,201,0.279,0.378,0.656,0.283,0.138,0.055,0.239,4,25,4,-4.7,-0.7,0,2012
Miguel Olivo,SEA,33,323,0.239,0.381,0.62,0.267,0.159,0.022000000000000002,0.263,12,29,3,-2.6,-0.7,0,2012
Eric Thames,- - -,25,290,0.273,0.399,0.672,0.29,0.166,0.052000000000000005,0.3,9,25,1,-10.4,-0.8,0,2012
Justin Smoak,SEA,25,535,0.29,0.364,0.654,0.288,0.147,0.092,0.207,19,51,1,-11.3,-0.8,0,2012
Kurt Suzuki,- - -,28,442,0.276,0.328,0.605,0.264,0.093,0.045,0.165,6,43,2,-1.6,-0.8,0,2012
Ryan Howard,PHI,32,292,0.295,0.423,0.718,0.303,0.204,0.086,0.33899999999999997,14,56,0,-8.2,-0.9,0,2012
Juan Rivera,LAD,33,339,0.286,0.375,0.661,0.287,0.131,0.053,0.10300000000000001,9,47,1,-6.6,-0.9,0,2012
Yuniesky Betancourt,KCR,30,228,0.256,0.4,0.656,0.28,0.172,0.039,0.11,7,36,0,-6.0,-0.9,0,2012
Lou Marson,CLE,26,235,0.348,0.287,0.635,0.296,0.062,0.153,0.187,0,13,4,-9.6,-0.9,0,2012
Jason Bay,NYM,33,215,0.237,0.299,0.536,0.24,0.134,0.08800000000000001,0.27,8,20,5,-3.9,-0.9,0,2012
Bryan Petersen,MIA,26,273,0.272,0.257,0.53,0.243,0.062,0.092,0.212,0,17,8,-2.8,-0.9,0,2012
James Loney,- - -,28,465,0.293,0.336,0.63,0.272,0.088,0.06,0.11,6,41,0,-3.6,-1.0,0,2012
Ryan Doumit,MIN,31,528,0.32,0.461,0.781,0.332,0.186,0.055,0.18600000000000003,18,75,0,-28.3,-1.1,0,2012
Jeff Francoeur,KCR,28,603,0.287,0.378,0.665,0.285,0.143,0.055999999999999994,0.19699999999999998,16,49,4,-9.7,-1.1,0,2012
Delmon Young,DET,26,608,0.296,0.411,0.707,0.305,0.145,0.033,0.184,18,74,0,-18.2,-1.2,0,2012
Jesus Montero,SEA,22,553,0.298,0.386,0.685,0.295,0.126,0.052000000000000005,0.179,15,62,0,-17.2,-1.2,0,2012
Joe Mather,CHC,29,243,0.256,0.324,0.581,0.254,0.116,0.057999999999999996,0.18899999999999997,5,19,5,-4.8,-1.2,0,2012
Wilson Valdez,CIN,34,208,0.236,0.227,0.463,0.209,0.021,0.038,0.17300000000000001,0,15,3,0.7,-1.2,0,2012
Dee Strange-Gordon,LAD,24,330,0.28,0.281,0.561,0.253,0.053,0.061,0.188,1,17,32,-8.5,-1.3,0,2012
Eric Hosmer,KCR,22,598,0.304,0.359,0.663,0.291,0.127,0.094,0.159,14,60,16,-21.9,-1.4,0,2012
Casey Kotchman,CLE,29,500,0.28,0.333,0.612,0.271,0.104,0.052000000000000005,0.098,12,55,3,-9.5,-1.4,0,2012
Ryan Raburn,DET,31,222,0.226,0.254,0.48,0.216,0.083,0.059000000000000004,0.239,1,12,1,-3.5,-1.4,0,2012
Michael Young,TEX,35,651,0.312,0.37,0.682,0.297,0.093,0.051,0.10800000000000001,8,67,2,-14.2,-1.6,0,2012
Nick Hundley,SDP,28,225,0.219,0.245,0.464,0.205,0.088,0.067,0.249,3,22,0,-3.8,-1.9,0,2012
Rod Barajas,PIT,36,361,0.283,0.343,0.625,0.272,0.137,0.08,0.191,11,31,0,-21.8,-2.6,0,2012
