Name,Team,Age,PA,OBP,SLG,OPS,wOBA,ISO,BB%,K%,HR,RBI,SB,Def,WAR,All_Star,Year
Corey Hart,MIL,28,614,0.34,0.525,0.865,0.373,0.242,0.073,0.228,31,102,7,-14.5,3.0,1,2010
Alex Gonzalez,- - -,33,640,0.294,0.447,0.741,0.321,0.197,0.048,0.184,23,88,1,12.5,3.0,0,2010
Orlando Hudson,MIN,32,559,0.338,0.372,0.71,0.319,0.105,0.08900000000000001,0.156,6,37,10,10.3,3.0,0,2010
Ike Davis,NYM,23,601,0.351,0.44,0.791,0.346,0.176,0.12,0.23,19,71,3,-0.5,2.9,0,2010
Casey Blake,LAD,36,571,0.32,0.407,0.727,0.321,0.159,0.084,0.242,17,64,0,8.2,2.9,0,2010
Casey McGehee,MIL,27,670,0.337,0.464,0.801,0.347,0.179,0.075,0.152,23,104,1,-2.3,2.8,0,2010
Juan Uribe,SFG,31,575,0.31,0.44,0.749,0.324,0.192,0.078,0.16,24,85,1,11.0,2.8,0,2010
Luke Scott,BAL,32,517,0.368,0.535,0.902,0.387,0.251,0.114,0.19,27,72,2,-12.1,2.7,0,2010
Prince Fielder,MIL,26,714,0.401,0.471,0.871,0.381,0.209,0.16,0.193,32,83,1,-20.2,2.7,0,2010
Giancarlo Stanton,FLA,20,396,0.326,0.507,0.833,0.356,0.248,0.086,0.311,22,59,5,4.9,2.7,0,2010
Alfonso Soriano,CHC,34,548,0.322,0.496,0.818,0.352,0.238,0.08199999999999999,0.22399999999999998,24,79,5,-1.0,2.7,0,2010
Hunter Pence,HOU,27,658,0.325,0.461,0.786,0.342,0.179,0.062,0.16,25,91,18,-6.4,2.7,0,2010
Matt Wieters,BAL,24,502,0.319,0.377,0.695,0.305,0.128,0.094,0.187,11,55,0,23.1,2.7,0,2010
Denard Span,MIN,26,705,0.331,0.348,0.679,0.307,0.084,0.085,0.105,3,58,26,9.3,2.6,0,2010
Juan Pierre,CHW,32,734,0.341,0.316,0.657,0.302,0.041,0.061,0.064,1,47,68,4.6,2.6,0,2010
David Ortiz,BOS,34,606,0.37,0.529,0.899,0.382,0.259,0.135,0.239,32,102,0,-14.9,2.5,0,2010
Josh Willingham,WSN,31,451,0.389,0.459,0.848,0.375,0.192,0.149,0.188,16,56,8,-7.1,2.5,0,2010
David DeJesus,KCR,30,394,0.384,0.443,0.827,0.366,0.125,0.086,0.11900000000000001,5,37,3,-1.1,2.5,0,2010
Pat Burrell,- - -,33,437,0.348,0.469,0.817,0.354,0.217,0.13,0.24,20,64,0,-0.2,2.5,0,2010
Chipper Jones,ATL,38,381,0.381,0.426,0.806,0.356,0.161,0.16,0.12300000000000001,10,46,5,0.8,2.5,0,2010
Justin Upton,ARI,22,571,0.356,0.442,0.799,0.349,0.17,0.11199999999999999,0.266,17,69,18,-0.6,2.5,0,2010
Adam Jones,BAL,24,621,0.325,0.442,0.767,0.336,0.158,0.037000000000000005,0.192,19,69,7,-1.5,2.5,0,2010
Miguel Olivo,COL,31,427,0.315,0.449,0.765,0.329,0.18,0.063,0.27399999999999997,14,58,7,15.1,2.5,0,2010
Jose Reyes,NYM,27,603,0.321,0.428,0.749,0.325,0.146,0.051,0.10400000000000001,11,54,30,1.4,2.5,0,2010
Kevin Kouzmanoff,OAK,28,586,0.283,0.396,0.679,0.296,0.149,0.040999999999999995,0.16399999999999998,16,71,2,17.4,2.5,0,2010
Magglio Ordonez,DET,36,365,0.378,0.474,0.852,0.375,0.17,0.11,0.10400000000000001,12,59,1,-3.3,2.4,0,2010
Jim Edmonds,- - -,40,272,0.342,0.504,0.846,0.368,0.228,0.08800000000000001,0.221,11,23,2,6.6,2.4,0,2010
Nick Markakis,BAL,26,709,0.37,0.436,0.805,0.353,0.138,0.10300000000000001,0.131,12,60,7,-12.8,2.4,0,2010
Bobby Abreu,LAA,36,667,0.352,0.435,0.787,0.347,0.18,0.13,0.198,20,78,24,-15.3,2.4,0,2010
Michael Young,TEX,33,718,0.33,0.444,0.774,0.336,0.16,0.07,0.16,21,91,4,-3.2,2.4,0,2010
Miguel Montero,ARI,26,331,0.332,0.438,0.77,0.335,0.172,0.08800000000000001,0.215,9,43,0,15.1,2.4,0,2010
Freddy Sanchez,SFG,32,479,0.342,0.397,0.739,0.327,0.104,0.067,0.142,7,47,3,7.2,2.4,0,2010
Jamey Carroll,LAD,36,414,0.379,0.339,0.718,0.327,0.048,0.12300000000000001,0.155,0,23,12,6.3,2.4,0,2010
Ryan Raburn,DET,29,410,0.34,0.474,0.814,0.356,0.194,0.066,0.22399999999999998,15,62,2,-3.9,2.3,0,2010
J.D. Drew,BOS,34,546,0.341,0.452,0.793,0.347,0.197,0.11,0.192,22,68,3,-3.4,2.3,0,2010
Johnny Damon,DET,36,613,0.355,0.401,0.756,0.338,0.13,0.113,0.147,8,51,11,-10.4,2.3,0,2010
Will Venable,SDP,27,445,0.324,0.408,0.732,0.317,0.163,0.10099999999999999,0.28800000000000003,13,51,29,2.5,2.3,0,2010
Derek Jeter,NYY,36,739,0.34,0.37,0.71,0.318,0.1,0.085,0.14300000000000002,10,67,18,1.8,2.3,1,2010
Jimmy Rollins,PHI,31,394,0.32,0.374,0.694,0.309,0.131,0.102,0.081,8,41,17,10.4,2.3,0,2010
Jack Cust,OAK,31,425,0.395,0.438,0.834,0.374,0.166,0.16,0.299,13,52,2,-9.9,2.2,0,2010
Mike Napoli,LAA,28,510,0.316,0.468,0.784,0.341,0.23,0.08199999999999999,0.26899999999999996,26,68,4,-3.7,2.2,0,2010
Franklin Gutierrez,SEA,27,629,0.303,0.363,0.666,0.293,0.118,0.079,0.218,12,64,25,7.6,2.2,0,2010
Billy Butler,KCR,24,678,0.388,0.469,0.857,0.373,0.151,0.102,0.115,15,78,0,-17.0,2.1,0,2010
Russell Branyan,- - -,34,428,0.323,0.487,0.81,0.35,0.25,0.107,0.306,25,57,1,-4.7,2.1,0,2010
Danny Valencia,MIN,25,322,0.351,0.448,0.799,0.351,0.137,0.062,0.14300000000000002,7,40,2,4.3,2.1,0,2010
Ramon Hernandez,CIN,34,352,0.364,0.428,0.792,0.351,0.131,0.08199999999999999,0.139,7,48,0,5.4,2.1,0,2010
Cody Ross,- - -,29,569,0.322,0.413,0.735,0.322,0.145,0.065,0.213,14,65,9,2.6,2.1,0,2010
J.J. Hardy,MIN,27,375,0.32,0.394,0.714,0.315,0.126,0.075,0.14400000000000002,6,38,1,11.8,2.1,0,2010
Sean Rodriguez,TBR,25,378,0.308,0.397,0.705,0.312,0.146,0.055999999999999994,0.257,9,40,13,6.6,2.1,0,2010
Elvis Andrus,TEX,21,674,0.342,0.301,0.643,0.298,0.036,0.095,0.142,0,35,32,8.2,2.1,0,2010
Andre Ethier,LAD,28,585,0.364,0.493,0.857,0.368,0.201,0.10099999999999999,0.174,23,82,2,-22.8,2.0,0,2010
Omar Infante,ATL,28,506,0.359,0.416,0.775,0.343,0.096,0.057,0.12300000000000001,8,47,7,-0.2,2.0,0,2010
Marco Scutaro,BOS,34,695,0.333,0.388,0.721,0.321,0.112,0.076,0.102,11,56,5,0.2,2.0,0,2010
Ramon Santiago,DET,30,367,0.337,0.325,0.662,0.304,0.063,0.08199999999999999,0.153,3,22,2,13.7,2.0,0,2010
Tony Gwynn,SDP,27,339,0.304,0.287,0.591,0.27,0.083,0.121,0.147,3,20,17,15.4,2.0,0,2010
Matt Joyce,TBR,25,261,0.36,0.477,0.837,0.364,0.236,0.153,0.21100000000000002,10,40,2,-0.1,1.9,0,2010
Travis Hafner,CLE,33,462,0.374,0.449,0.824,0.359,0.172,0.11,0.203,13,50,2,-11.8,1.9,0,2010
Neil Walker,PIT,24,469,0.349,0.462,0.811,0.355,0.167,0.07200000000000001,0.177,12,66,2,-9.0,1.9,0,2010
Brandon Inge,DET,33,580,0.321,0.397,0.718,0.316,0.15,0.09300000000000001,0.231,13,70,4,3.9,1.9,0,2010
Chris Snyder,- - -,29,376,0.32,0.376,0.696,0.304,0.169,0.138,0.25,15,48,0,17.7,1.9,0,2010
Tyler Colvin,CHC,24,395,0.316,0.5,0.816,0.351,0.246,0.076,0.253,20,56,6,-4.0,1.8,0,2010
David Murphy,TEX,28,471,0.358,0.449,0.806,0.354,0.158,0.096,0.151,12,65,14,-6.9,1.8,0,2010
Gaby Sanchez,FLA,26,643,0.341,0.448,0.788,0.345,0.175,0.08900000000000001,0.157,19,85,5,-10.0,1.8,0,2010
Starlin Castro,CHC,20,506,0.347,0.408,0.755,0.329,0.108,0.057,0.14,3,41,10,3.6,1.8,0,2010
Delmon Young,MIN,24,613,0.333,0.493,0.826,0.354,0.195,0.046,0.132,21,112,5,-16.1,1.7,0,2010
John Buck,TOR,29,437,0.314,0.489,0.802,0.346,0.208,0.037000000000000005,0.254,20,66,0,-7.1,1.7,0,2010
Edwin Encarnacion,TOR,27,367,0.305,0.482,0.787,0.34,0.238,0.079,0.163,21,51,1,1.6,1.7,0,2010
Lance Berkman,- - -,34,481,0.368,0.413,0.781,0.347,0.166,0.16,0.177,14,58,3,-5.6,1.7,0,2010
Mark Reynolds,ARI,26,596,0.32,0.433,0.753,0.329,0.234,0.139,0.354,32,85,7,2.4,1.7,0,2010
Jose Tabata,PIT,21,441,0.346,0.4,0.746,0.332,0.101,0.063,0.129,4,35,19,-2.5,1.7,0,2010
Howie Kendrick,LAA,26,658,0.313,0.407,0.721,0.316,0.128,0.043,0.14300000000000002,10,75,14,-6.3,1.7,0,2010
Francisco Cervelli,NYY,24,317,0.359,0.335,0.694,0.317,0.064,0.10400000000000001,0.132,0,38,1,7.7,1.7,0,2010
Yunel Escobar,- - -,27,567,0.337,0.318,0.655,0.301,0.062,0.099,0.10099999999999999,4,35,6,10.2,1.7,0,2010
Kendrys Morales,LAA,27,211,0.346,0.487,0.833,0.36,0.197,0.057,0.147,11,39,0,0.2,1.6,0,2010
Adam Rosales,OAK,27,279,0.321,0.4,0.721,0.319,0.129,0.068,0.233,7,31,2,4.6,1.6,0,2010
David Eckstein,SDP,35,492,0.321,0.326,0.647,0.294,0.059,0.055,0.071,1,29,8,7.4,1.6,0,2010
Hideki Matsui,LAA,36,558,0.361,0.459,0.82,0.358,0.185,0.12,0.17600000000000002,21,84,0,-17.1,1.5,0,2010
Pedro Alvarez,PIT,23,386,0.326,0.461,0.788,0.344,0.205,0.096,0.308,16,64,0,-2.7,1.5,0,2010
Chris Denorfia,SDP,29,317,0.335,0.433,0.769,0.335,0.162,0.085,0.161,9,36,8,-0.2,1.5,0,2010
Ryan Ludwick,- - -,31,553,0.325,0.418,0.743,0.329,0.167,0.087,0.21899999999999997,17,69,0,-3.7,1.5,0,2010
Jerry Hairston,SDP,34,476,0.299,0.353,0.652,0.289,0.109,0.065,0.113,10,50,9,10.1,1.5,0,2010
Andruw Jones,CHW,33,328,0.341,0.486,0.827,0.362,0.255,0.13699999999999998,0.223,19,48,9,-3.9,1.4,0,2010
Derrek Lee,- - -,34,626,0.347,0.428,0.774,0.343,0.168,0.11699999999999999,0.214,19,80,1,-7.2,1.4,0,2010
Austin Kearns,- - -,30,461,0.351,0.395,0.746,0.334,0.132,0.1,0.252,10,49,4,-7.1,1.4,0,2010
Brian Roberts,BAL,32,261,0.354,0.391,0.745,0.333,0.113,0.1,0.153,4,15,12,2.7,1.4,0,2010
Jeff Keppinger,HOU,30,575,0.351,0.393,0.744,0.332,0.105,0.08900000000000001,0.063,6,59,4,-2.4,1.4,0,2010
Reid Brignac,TBR,24,326,0.307,0.385,0.692,0.304,0.13,0.061,0.23600000000000002,8,45,3,4.9,1.4,0,2010
A.J. Pierzynski,CHW,33,503,0.3,0.388,0.688,0.302,0.118,0.03,0.078,9,56,3,13.6,1.4,0,2010
Nick Punto,MIN,32,288,0.313,0.302,0.615,0.279,0.063,0.09699999999999999,0.174,1,20,6,13.9,1.4,0,2010
Seth Smith,COL,27,398,0.314,0.469,0.783,0.339,0.223,0.08800000000000001,0.168,17,52,2,1.1,1.3,0,2010
Chris Heisey,CIN,25,226,0.324,0.433,0.757,0.332,0.179,0.071,0.252,8,21,1,3.3,1.3,0,2010
Jason Bay,NYM,31,401,0.347,0.402,0.749,0.331,0.144,0.11,0.22699999999999998,6,47,10,-5.8,1.3,0,2010
Mike Aviles,KCR,29,448,0.335,0.413,0.748,0.33,0.108,0.045,0.109,8,32,14,-4.0,1.3,0,2010
Jhonny Peralta,- - -,28,615,0.311,0.392,0.703,0.309,0.143,0.086,0.16699999999999998,15,81,1,2.2,1.3,0,2010
Chone Figgins,SEA,32,702,0.34,0.306,0.646,0.298,0.047,0.105,0.162,1,35,42,-8.7,1.3,0,2010
Don Kelly,DET,30,251,0.272,0.374,0.646,0.284,0.13,0.032,0.16699999999999998,9,27,3,10.7,1.3,0,2010
Kosuke Fukudome,CHC,33,429,0.371,0.439,0.809,0.359,0.176,0.149,0.156,13,44,7,-9.3,1.2,0,2010
Travis Snider,TOR,22,319,0.304,0.463,0.767,0.332,0.208,0.066,0.248,14,32,6,0.9,1.2,0,2010
Lyle Overbay,TOR,33,608,0.329,0.433,0.762,0.332,0.189,0.11,0.215,20,67,1,-11.9,1.2,0,2010
John Jaso,TBR,26,404,0.372,0.378,0.75,0.34,0.115,0.146,0.09699999999999999,5,44,4,-10.4,1.2,0,2010
Edgar Renteria,SFG,33,267,0.332,0.374,0.707,0.312,0.099,0.079,0.161,3,22,3,4.7,1.2,0,2010
Jason Bartlett,TBR,30,532,0.324,0.35,0.675,0.304,0.096,0.085,0.156,4,47,11,-4.6,1.2,0,2010
Kurt Suzuki,OAK,26,544,0.303,0.366,0.669,0.297,0.123,0.061,0.09,13,71,3,4.0,1.2,0,2010
Aaron Hill,TOR,28,580,0.271,0.394,0.665,0.292,0.189,0.071,0.147,26,68,2,6.8,1.2,0,2010
Julio Borbon,TEX,24,468,0.309,0.34,0.649,0.29,0.064,0.040999999999999995,0.126,3,42,15,10.2,1.2,0,2010
Emilio Bonifacio,FLA,25,201,0.32,0.328,0.648,0.292,0.067,0.085,0.209,0,10,12,4.9,1.2,0,2010
Brendan Ryan,STL,28,486,0.279,0.294,0.573,0.255,0.071,0.068,0.12300000000000001,2,36,11,19.1,1.2,0,2010
Wilson Betemit,KCR,28,315,0.378,0.511,0.889,0.386,0.214,0.114,0.235,13,43,0,-13.7,1.1,0,2010
Manny Ramirez,- - -,38,320,0.409,0.46,0.87,0.383,0.162,0.14400000000000002,0.191,9,42,1,-10.9,1.1,0,2010
Vladimir Guerrero,TEX,35,643,0.345,0.496,0.841,0.364,0.196,0.054000000000000006,0.09300000000000001,29,115,4,-14.6,1.1,1,2010
Raul Ibanez,PHI,38,636,0.349,0.444,0.793,0.343,0.169,0.107,0.17,16,83,4,-13.2,1.1,0,2010
Jon Jay,STL,25,323,0.359,0.422,0.78,0.347,0.122,0.07400000000000001,0.155,4,27,2,-5.5,1.1,0,2010
David Freese,STL,27,270,0.361,0.404,0.765,0.343,0.108,0.078,0.21899999999999997,4,36,1,-0.2,1.1,0,2010
Pablo Sandoval,SFG,23,616,0.323,0.409,0.732,0.316,0.14,0.076,0.131,13,63,3,-0.5,1.1,0,2010
Rajai Davis,OAK,29,561,0.32,0.377,0.697,0.309,0.093,0.046,0.139,5,52,50,-10.6,1.1,0,2010
Maicer Izturis,LAA,29,238,0.321,0.363,0.684,0.307,0.113,0.08800000000000001,0.113,3,27,7,3.2,1.1,0,2010
Erick Aybar,LAA,26,589,0.306,0.33,0.636,0.286,0.077,0.059000000000000004,0.138,5,29,22,3.2,1.1,0,2010
Logan Morrison,FLA,22,287,0.39,0.447,0.837,0.372,0.164,0.14300000000000002,0.17800000000000002,2,18,0,-9.8,1.0,0,2010
Chris Johnson,HOU,25,362,0.337,0.481,0.818,0.353,0.173,0.040999999999999995,0.251,11,52,3,-8.7,1.0,0,2010
Will Rhymes,DET,27,213,0.35,0.414,0.763,0.338,0.11,0.066,0.075,1,19,0,0.3,1.0,0,2010
Dexter Fowler,COL,24,505,0.347,0.41,0.757,0.337,0.15,0.113,0.20600000000000002,6,36,13,-2.7,1.0,0,2010
Jeff Baker,CHC,29,224,0.326,0.413,0.739,0.326,0.141,0.071,0.223,4,21,1,4.3,1.0,0,2010
Carlos Pena,TBR,32,582,0.325,0.407,0.732,0.325,0.211,0.149,0.271,28,84,5,-15.5,1.0,0,2010
Gregor Blanco,- - -,26,269,0.36,0.367,0.727,0.327,0.084,0.10800000000000001,0.18600000000000003,1,14,11,0.7,1.0,0,2010
Michael Morse,WSN,28,293,0.352,0.519,0.87,0.377,0.229,0.075,0.218,15,41,0,-9.1,0.9,0,2010
Ryan Howard,PHI,30,620,0.353,0.505,0.859,0.368,0.229,0.095,0.253,31,108,1,-23.2,0.9,1,2010
Shelley Duncan,CLE,30,259,0.317,0.419,0.736,0.324,0.188,0.1,0.293,11,36,1,0.4,0.9,0,2010
Nick Hundley,SDP,26,307,0.308,0.418,0.726,0.317,0.168,0.081,0.215,8,43,0,3.7,0.9,0,2010
Josh Thole,NYM,23,227,0.357,0.366,0.723,0.327,0.089,0.106,0.11,3,17,1,1.2,0.9,0,2010
Paul Janish,CIN,27,228,0.338,0.385,0.723,0.321,0.125,0.096,0.132,5,25,1,2.9,0.9,0,2010
Corey Patterson,BAL,30,341,0.315,0.406,0.721,0.316,0.136,0.059000000000000004,0.22,8,32,21,-3.6,0.9,0,2010
