Name,Team,Age,PA,OBP,SLG,OPS,wOBA,ISO,BB%,K%,HR,RBI,SB,Def,WAR,All_Star,Year
Adrian Gonzalez,SDP,26,700,0.361,0.51,0.871,0.369,0.231,0.106,0.203,36,119,0,-13.7,3.1,0,2008
Marlon Byrd,TEX,30,462,0.38,0.462,0.842,0.369,0.164,0.1,0.134,10,53,7,1.0,3.1,0,2008
Melvin Mora,BAL,36,570,0.342,0.483,0.826,0.356,0.199,0.065,0.12300000000000001,23,104,3,0.3,3.1,0,2008
Jason Bay,- - -,29,670,0.373,0.522,0.895,0.384,0.236,0.121,0.204,31,101,10,-24.8,3.0,0,2008
Xavier Nady,- - -,29,607,0.357,0.51,0.867,0.375,0.205,0.064,0.17,25,97,2,-6.7,3.0,0,2008
Placido Polanco,DET,32,629,0.35,0.417,0.768,0.338,0.11,0.055999999999999994,0.068,8,58,7,2.4,3.0,0,2008
Willie Harris,WSN,30,424,0.344,0.417,0.761,0.337,0.166,0.11800000000000001,0.156,13,43,13,13.6,3.0,0,2008
Ryan Theriot,CHC,28,661,0.387,0.359,0.745,0.341,0.052,0.11,0.08800000000000001,1,38,22,8.4,3.0,0,2008
Akinori Iwamura,TBR,29,707,0.349,0.38,0.729,0.326,0.105,0.099,0.185,6,48,8,4.9,3.0,0,2008
Marco Scutaro,TOR,32,592,0.341,0.356,0.697,0.315,0.089,0.096,0.11,7,60,7,17.9,3.0,0,2008
Jody Gerut,SDP,30,356,0.351,0.494,0.845,0.367,0.198,0.079,0.146,14,43,6,4.8,2.9,0,2008
Raul Ibanez,SEA,36,707,0.358,0.479,0.837,0.359,0.186,0.091,0.156,23,110,2,-15.7,2.9,0,2008
Conor Jackson,ARI,26,612,0.376,0.446,0.823,0.363,0.146,0.096,0.1,12,75,10,-4.2,2.9,0,2008
Hunter Pence,HOU,25,642,0.318,0.466,0.783,0.338,0.197,0.062,0.193,25,83,11,4.9,2.9,0,2008
Ryan Howard,PHI,28,700,0.339,0.543,0.881,0.368,0.292,0.11599999999999999,0.284,48,146,1,-12.4,2.8,0,2008
Geovany Soto,CHC,25,563,0.364,0.504,0.868,0.373,0.219,0.11,0.215,23,86,0,-1.4,2.8,1,2008
Cristian Guzman,WSN,30,612,0.345,0.44,0.786,0.344,0.124,0.038,0.09300000000000001,9,55,6,5.5,2.8,0,2008
Yunel Escobar,ATL,25,587,0.366,0.401,0.766,0.341,0.113,0.10099999999999999,0.106,10,60,2,8.8,2.8,0,2008
Carl Crawford,TBR,26,482,0.319,0.4,0.718,0.315,0.126,0.062,0.124,8,57,25,11.1,2.8,0,2008
Mark Ellis,OAK,31,507,0.321,0.373,0.694,0.31,0.14,0.105,0.128,12,41,14,16.4,2.8,0,2008
Ty Wigginton,HOU,30,429,0.35,0.526,0.876,0.376,0.241,0.075,0.161,23,58,4,1.2,2.7,0,2008
Jerry Hairston,CIN,32,297,0.384,0.487,0.871,0.381,0.161,0.077,0.121,6,36,15,3.1,2.7,0,2008
Elijah Dukes,WSN,24,334,0.386,0.478,0.864,0.38,0.214,0.15,0.237,13,44,13,3.1,2.7,0,2008
Ray Durham,- - -,36,426,0.38,0.432,0.813,0.362,0.143,0.124,0.16899999999999998,6,45,8,3.1,2.7,0,2008
Scott Rolen,TOR,33,467,0.349,0.431,0.78,0.344,0.169,0.099,0.152,11,50,5,7.3,2.7,0,2008
Brandon Phillips,CIN,27,609,0.312,0.442,0.754,0.324,0.181,0.064,0.153,21,78,23,14.3,2.7,0,2008
Nick Punto,MIN,30,377,0.344,0.382,0.726,0.323,0.098,0.085,0.151,2,28,15,13.1,2.7,0,2008
Carlos Gomez,MIN,22,614,0.296,0.36,0.657,0.291,0.102,0.040999999999999995,0.231,7,59,33,20.1,2.7,0,2008
Miguel Cabrera,DET,25,684,0.349,0.537,0.887,0.376,0.245,0.08199999999999999,0.184,37,127,1,-19.4,2.6,0,2008
Josh Willingham,FLA,29,416,0.364,0.47,0.834,0.365,0.217,0.115,0.19699999999999998,15,51,3,3.4,2.6,0,2008
David DeJesus,KCR,28,577,0.366,0.452,0.818,0.358,0.145,0.08,0.12300000000000001,12,73,11,-4.7,2.6,0,2008
Jorge Cantu,FLA,26,685,0.327,0.481,0.808,0.346,0.204,0.057999999999999996,0.162,29,95,6,-4.1,2.6,0,2008
Kelly Johnson,ATL,26,614,0.349,0.446,0.795,0.347,0.159,0.085,0.184,12,69,11,-5.0,2.6,0,2008
Alex Gordon,KCR,24,571,0.351,0.432,0.783,0.343,0.172,0.11599999999999999,0.21,16,59,9,-1.6,2.6,0,2008
Miguel Tejada,HOU,34,666,0.314,0.415,0.729,0.317,0.131,0.036000000000000004,0.10800000000000001,13,66,7,16.9,2.5,0,2008
Jason Giambi,NYY,37,565,0.373,0.502,0.876,0.378,0.255,0.135,0.196,32,96,2,-15.1,2.4,0,2008
Pat Burrell,PHI,31,645,0.367,0.507,0.875,0.375,0.257,0.158,0.21100000000000002,33,86,0,-15.2,2.4,0,2008
Carlos Delgado,NYM,36,686,0.353,0.518,0.871,0.366,0.247,0.105,0.18100000000000002,38,115,1,-15.7,2.4,0,2008
Derrek Lee,CHC,32,698,0.361,0.462,0.823,0.36,0.172,0.102,0.17,20,90,8,-5.9,2.4,0,2008
Torii Hunter,LAA,32,608,0.344,0.466,0.81,0.351,0.189,0.08199999999999999,0.17800000000000002,21,78,19,-9.2,2.4,1,2008
Gabe Gross,- - -,28,399,0.336,0.414,0.75,0.333,0.177,0.125,0.20600000000000002,13,40,4,8.1,2.4,0,2008
Michael Young,TEX,31,708,0.339,0.402,0.741,0.328,0.118,0.078,0.154,12,82,10,1.9,2.4,1,2008
Casey Blake,- - -,34,601,0.345,0.463,0.808,0.347,0.188,0.08199999999999999,0.2,21,81,3,-4.0,2.3,0,2008
Fred Lewis,SFG,27,521,0.351,0.44,0.791,0.346,0.158,0.098,0.23800000000000002,9,40,21,-3.7,2.3,0,2008
Chris Young,ARI,24,699,0.315,0.443,0.758,0.329,0.195,0.08900000000000001,0.23600000000000002,22,85,14,2.6,2.3,0,2008
Mike Lowell,BOS,34,468,0.338,0.461,0.798,0.346,0.186,0.081,0.13,17,73,2,9.5,2.2,0,2008
Scott Hairston,SDP,28,362,0.312,0.479,0.791,0.339,0.23,0.077,0.23199999999999998,17,31,3,3.5,2.2,0,2008
Jose Lopez,SEA,24,687,0.322,0.443,0.764,0.329,0.146,0.039,0.098,17,89,6,-1.9,2.2,0,2008
Ryan Sweeney,OAK,23,433,0.35,0.383,0.733,0.325,0.096,0.08800000000000001,0.155,5,45,9,4.1,2.2,0,2008
Kevin Kouzmanoff,SDP,26,668,0.299,0.433,0.732,0.316,0.173,0.034,0.20800000000000002,23,84,0,4.0,2.2,0,2008
Jack Cust,OAK,29,598,0.375,0.476,0.851,0.372,0.245,0.18600000000000003,0.32899999999999996,33,77,0,-22.6,2.1,0,2008
Carlos Guillen,DET,32,489,0.376,0.436,0.811,0.358,0.15,0.12300000000000001,0.13699999999999998,10,54,9,-8.1,2.1,0,2008
Luke Scott,BAL,30,536,0.336,0.472,0.807,0.345,0.215,0.099,0.19,23,65,2,-1.4,2.1,0,2008
Chris Snyder,ARI,27,404,0.348,0.452,0.8,0.347,0.216,0.139,0.25,16,64,0,8.9,2.1,0,2008
Bengie Molina,SFG,33,569,0.322,0.445,0.767,0.329,0.153,0.033,0.067,16,95,0,16.6,2.1,0,2008
Chris Coste,PHI,35,305,0.325,0.423,0.748,0.328,0.161,0.052000000000000005,0.16699999999999998,9,36,0,16.2,2.1,0,2008
Erick Aybar,LAA,24,375,0.314,0.384,0.699,0.309,0.107,0.037000000000000005,0.12,3,39,7,9.8,2.1,0,2008
Franklin Gutierrez,CLE,25,440,0.307,0.383,0.691,0.305,0.135,0.061,0.198,8,41,9,15.2,2.1,0,2008
Mike Napoli,LAA,26,274,0.374,0.586,0.96,0.399,0.313,0.128,0.255,20,49,7,-5.7,2.0,0,2008
Eric Hinske,TBR,30,432,0.333,0.465,0.798,0.345,0.218,0.109,0.204,20,60,10,-2.5,2.0,0,2008
Rickie Weeks Jr.,MIL,25,560,0.342,0.398,0.74,0.331,0.164,0.11800000000000001,0.205,14,46,19,-1.3,2.0,0,2008
Vladimir Guerrero,LAA,33,600,0.365,0.521,0.886,0.374,0.218,0.085,0.128,27,91,5,-16.6,1.9,0,2008
Stephen Drew,ARI,25,663,0.333,0.502,0.836,0.355,0.211,0.062,0.16399999999999998,21,67,3,-9.2,1.9,0,2008
Ryan Zimmerman,WSN,23,466,0.333,0.442,0.774,0.338,0.159,0.067,0.152,14,51,1,4.1,1.9,0,2008
Brian Schneider,NYM,31,384,0.339,0.367,0.707,0.31,0.11,0.109,0.138,9,38,0,17.1,1.9,0,2008
Gregg Zaun,TOR,37,288,0.34,0.359,0.7,0.317,0.122,0.132,0.132,6,30,2,14.0,1.9,0,2008
Jason Bartlett,TBR,28,494,0.329,0.361,0.69,0.308,0.075,0.045,0.14,1,37,20,7.2,1.9,0,2008
David Murphy,TEX,26,454,0.321,0.465,0.786,0.337,0.19,0.068,0.154,15,74,7,0.5,1.8,0,2008
Kaz Matsui,HOU,32,422,0.354,0.427,0.781,0.345,0.133,0.08800000000000001,0.126,6,33,20,-3.4,1.8,0,2008
Skip Schumaker,STL,28,594,0.359,0.406,0.765,0.34,0.104,0.079,0.10099999999999999,8,46,8,-4.0,1.8,0,2008
Howie Kendrick,LAA,24,361,0.333,0.421,0.754,0.327,0.115,0.033,0.161,3,37,11,4.2,1.8,0,2008
Jamey Carroll,CLE,34,402,0.355,0.346,0.7,0.32,0.069,0.085,0.162,1,36,7,2.8,1.8,0,2008
David Ortiz,BOS,32,491,0.369,0.507,0.877,0.372,0.243,0.14300000000000002,0.151,23,89,1,-11.8,1.7,0,2008
Magglio Ordonez,DET,34,623,0.376,0.494,0.869,0.378,0.176,0.085,0.122,21,103,1,-17.1,1.7,0,2008
Jim Thome,CHW,37,602,0.362,0.503,0.865,0.371,0.258,0.151,0.244,34,90,1,-15.0,1.7,0,2008
Rick Ankiel,STL,28,463,0.337,0.506,0.843,0.361,0.242,0.091,0.21600000000000003,25,71,2,-11.2,1.7,0,2008
John Baker,FLA,27,233,0.392,0.447,0.839,0.366,0.147,0.129,0.20600000000000002,5,32,0,3.6,1.7,0,2008
Gabe Kapler,MIL,32,245,0.34,0.498,0.838,0.362,0.197,0.053,0.159,8,38,3,2.5,1.7,0,2008
Clint Barmes,COL,29,417,0.322,0.468,0.79,0.342,0.178,0.040999999999999995,0.165,11,44,13,4.4,1.7,0,2008
Ben Francisco,CLE,26,499,0.332,0.438,0.77,0.338,0.172,0.08,0.172,15,54,4,-6.8,1.7,0,2008
Joe Inglett,TOR,30,385,0.355,0.407,0.762,0.339,0.11,0.073,0.11199999999999999,3,39,9,-2.3,1.7,0,2008
Coco Crisp,BOS,28,409,0.344,0.407,0.751,0.333,0.125,0.086,0.14400000000000002,7,41,20,-0.7,1.7,0,2008
Jason Kendall,MIL,34,587,0.327,0.324,0.651,0.293,0.078,0.085,0.077,2,49,8,14.7,1.7,0,2008
Bobby Abreu,NYY,34,684,0.371,0.471,0.843,0.369,0.176,0.107,0.159,20,100,22,-28.6,1.6,0,2008
Matt Joyce,DET,23,277,0.339,0.492,0.831,0.359,0.24,0.11199999999999999,0.235,12,33,0,0.6,1.6,0,2008
Edwin Encarnacion,CIN,25,582,0.34,0.466,0.807,0.352,0.215,0.105,0.175,26,68,1,-10.4,1.6,0,2008
Lyle Overbay,TOR,31,630,0.358,0.419,0.777,0.344,0.149,0.11699999999999999,0.184,15,69,1,-7.6,1.6,0,2008
Joe Crede,CHW,30,373,0.314,0.46,0.773,0.335,0.212,0.08,0.121,17,55,0,6.7,1.6,0,2008
Aaron Miles,STL,31,408,0.355,0.398,0.753,0.334,0.082,0.055999999999999994,0.091,4,31,3,3.1,1.6,0,2008
Jed Lowrie,BOS,24,306,0.339,0.4,0.739,0.326,0.142,0.114,0.222,2,46,1,10.7,1.6,0,2008
Blake DeWitt,LAD,22,421,0.344,0.383,0.728,0.318,0.12,0.107,0.162,9,52,3,5.9,1.6,0,2008
Paul Bako,CIN,36,338,0.299,0.328,0.626,0.278,0.11,0.10099999999999999,0.266,6,35,0,23.7,1.6,0,2008
Ronnie Belliard,WSN,33,337,0.372,0.473,0.845,0.371,0.186,0.11,0.172,11,46,3,-6.3,1.5,0,2008
Ben Zobrist,TBR,27,227,0.339,0.505,0.844,0.362,0.253,0.11,0.163,12,30,3,-1.3,1.5,0,2008
Adam Jones,BAL,22,514,0.311,0.4,0.711,0.312,0.13,0.045,0.21,9,57,10,7.8,1.5,0,2008
Alexi Casilla,MIN,23,437,0.333,0.374,0.707,0.315,0.094,0.071,0.10300000000000001,7,50,7,1.4,1.5,0,2008
Jermaine Dye,CHW,34,645,0.344,0.541,0.885,0.377,0.249,0.068,0.161,34,96,3,-26.6,1.4,0,2008
Ryan Church,NYM,29,359,0.346,0.439,0.785,0.343,0.163,0.092,0.231,12,49,2,-0.2,1.4,0,2008
Reed Johnson,CHC,31,374,0.358,0.42,0.778,0.344,0.117,0.051,0.182,6,50,5,1.2,1.4,0,2008
Garret Anderson,LAA,36,593,0.325,0.433,0.758,0.327,0.14,0.049,0.13,15,84,7,-2.5,1.4,0,2008
Mark Grudzielanek,KCR,38,360,0.345,0.399,0.743,0.329,0.1,0.053,0.114,3,24,2,3.7,1.4,0,2008
Kosuke Fukudome,CHC,31,590,0.359,0.379,0.738,0.328,0.122,0.13699999999999998,0.17600000000000002,10,58,12,-1.1,1.4,0,2008
Willy Aybar,TBR,25,362,0.327,0.41,0.737,0.323,0.157,0.08800000000000001,0.122,10,33,2,5.3,1.4,0,2008
Asdrubal Cabrera,CLE,22,418,0.346,0.366,0.713,0.32,0.108,0.11,0.184,6,47,4,5.3,1.4,0,2008
Adam Kennedy,STL,32,365,0.321,0.372,0.692,0.302,0.091,0.057999999999999996,0.11800000000000001,2,36,7,9.2,1.4,0,2008
Prince Fielder,MIL,24,694,0.372,0.507,0.879,0.371,0.231,0.121,0.193,34,102,3,-20.7,1.3,0,2008
Fernando Tatis,NYM,33,306,0.369,0.484,0.853,0.37,0.187,0.095,0.193,11,47,3,-7.1,1.3,0,2008
Adam LaRoche,PIT,28,554,0.341,0.5,0.841,0.358,0.23,0.09699999999999999,0.22,25,85,1,-14.1,1.3,0,2008
Orlando Hudson,ARI,30,455,0.367,0.45,0.817,0.358,0.145,0.08800000000000001,0.136,8,41,4,-8.6,1.3,0,2008
Mark Reynolds,ARI,24,613,0.32,0.458,0.779,0.338,0.219,0.10400000000000001,0.33299999999999996,28,97,11,-8.1,1.3,0,2008
Mark Loretta,HOU,36,297,0.35,0.383,0.733,0.327,0.103,0.098,0.10099999999999999,4,38,0,4.8,1.3,0,2008
Maicer Izturis,LAA,27,321,0.329,0.362,0.691,0.31,0.093,0.081,0.084,3,37,11,7.6,1.3,0,2008
Jack Hannahan,OAK,28,501,0.305,0.342,0.647,0.289,0.124,0.11,0.261,9,47,2,10.2,1.3,0,2008
Bobby Crosby,OAK,28,605,0.296,0.349,0.645,0.288,0.112,0.078,0.159,7,61,7,9.4,1.3,0,2008
A.J. Pierzynski,CHW,31,570,0.312,0.416,0.728,0.315,0.135,0.033,0.125,13,60,1,8.5,1.2,0,2008
Pedro Feliz,PHI,33,463,0.302,0.402,0.705,0.307,0.153,0.071,0.11699999999999999,14,58,0,12.0,1.2,0,2008
Alfredo Amezaga,FLA,30,337,0.312,0.367,0.679,0.301,0.103,0.055999999999999994,0.139,3,32,8,8.0,1.2,0,2008
Gregor Blanco,ATL,24,519,0.366,0.309,0.676,0.315,0.058,0.14300000000000002,0.191,1,38,13,-1.4,1.2,0,2008
Martin Prado,ATL,24,254,0.377,0.461,0.838,0.367,0.14,0.083,0.114,2,33,3,-3.6,1.1,0,2008
Miguel Montero,ARI,24,207,0.33,0.435,0.765,0.33,0.179,0.092,0.237,5,18,0,6.3,1.1,0,2008
Nick Swisher,CHW,27,588,0.332,0.41,0.743,0.327,0.191,0.139,0.23,24,69,3,-3.0,1.1,0,2008
Alberto Callaspo,KCR,25,234,0.361,0.371,0.731,0.329,0.066,0.081,0.06,0,16,2,4.8,1.1,0,2008
Geoff Blum,HOU,35,356,0.287,0.418,0.705,0.303,0.178,0.059000000000000004,0.152,14,53,1,9.1,1.1,0,2008
Edgar Renteria,DET,31,547,0.317,0.382,0.699,0.309,0.111,0.068,0.11699999999999999,10,55,6,5.1,1.1,0,2008
Jack Wilson,PIT,30,330,0.312,0.348,0.659,0.295,0.075,0.039,0.08199999999999999,1,22,2,11.5,1.1,0,2008
Vernon Wells,TOR,29,466,0.343,0.496,0.84,0.358,0.197,0.062,0.099,20,78,4,-12.2,1.0,0,2008
Ian Stewart,COL,23,304,0.349,0.455,0.804,0.349,0.195,0.099,0.309,10,41,1,0.6,1.0,0,2008
Alexei Ramirez,CHW,26,509,0.317,0.475,0.792,0.34,0.185,0.035,0.12,21,77,13,-8.3,1.0,0,2008
Brandon Boggs,TEX,25,334,0.333,0.399,0.733,0.325,0.173,0.132,0.278,8,41,3,0.0,1.0,0,2008
Brendan Harris,MIN,27,490,0.327,0.394,0.721,0.319,0.129,0.08,0.2,7,49,1,-1.4,1.0,0,2008
Ramon Hernandez,BAL,32,507,0.308,0.406,0.714,0.311,0.149,0.063,0.122,15,65,0,5.6,1.0,0,2008
Jay Payton,BAL,35,364,0.291,0.346,0.637,0.283,0.104,0.06,0.146,7,41,8,10.6,1.0,0,2008
Carlos Gonzalez,OAK,22,316,0.273,0.361,0.634,0.277,0.119,0.040999999999999995,0.256,4,26,4,11.1,1.0,0,2008
Cesar Izturis,STL,28,454,0.319,0.309,0.628,0.286,0.046,0.064,0.057,1,24,24,12.3,1.0,0,2008
Greg Dobbs,PHI,29,240,0.333,0.491,0.824,0.354,0.19,0.046,0.16699999999999998,9,40,3,-0.3,0.9,0,2008
Ramon Vazquez,TEX,31,347,0.365,0.43,0.795,0.348,0.14,0.11,0.19,6,40,0,-7.3,0.9,0,2008
Casey Kotchman,- - -,25,573,0.328,0.41,0.738,0.323,0.137,0.063,0.068,14,74,2,0.4,0.9,0,2008
Yorvit Torrealba,COL,29,261,0.293,0.394,0.687,0.301,0.148,0.046,0.16899999999999998,6,31,0,15.4,0.9,0,2008
Endy Chavez,NYM,30,298,0.308,0.33,0.638,0.282,0.063,0.057,0.07400000000000001,1,12,6,10.9,0.9,0,2008
Chris Davis,TEX,22,317,0.331,0.549,0.88,0.375,0.264,0.063,0.278,17,55,1,-10.4,0.8,0,2008
